T d154 d184 d214 d244
d 150 180 210 240
290 1.248280922E+00 1.248483946E+00 1.248445900E+00 1.248564457E+00
295 1.248374848E+00 1.248482166E+00 1.248579315E+00 1.248631208E+00
300 1.249072209E+00 1.249050276E+00 1.249173019E+00 1.249210416E+00
305 1.251086245E+00 1.250790972E+00 1.251014662E+00 1.251034639E+00
310 1.253712693E+00 1.253261577E+00 1.253438039E+00 1.253508576E+00
315 1.256411371E+00 1.255955875E+00 1.256051309E+00 1.256170511E+00
320 1.259762390E+00 1.259578709E+00 1.259304798E+00 1.259526328E+00
325 1.263227983E+00 1.263049649E+00 1.262701591E+00 1.262838206E+00
330 1.266305494E+00 1.266142881E+00 1.265863502E+00 1.265838013E+00
335 1.269503131E+00 1.269327962E+00 1.269039385E+00 1.268911888E+00
340 1.272248466E+00 1.272061494E+00 1.271742166E+00 1.271544772E+00
