N_Fe Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
1.000000000E+01 1.067106164E+00 1.026910244E+00 1.012263422E+00 1.008065881E+00 1.139078952E+00 1.237350265E+00 1.282403911E+00 1.311395754E+00 1.336623887E+00
1.016672606E+01 1.066892727E+00 1.026807843E+00 1.012231818E+00 1.008065690E+00 1.140149160E+00 1.237828949E+00 1.282656457E+00 1.311572019E+00 1.336769879E+00
1.033324570E+01 1.066581975E+00 1.026659357E+00 1.012186301E+00 1.008065732E+00 1.141694986E+00 1.238519527E+00 1.283021302E+00 1.311827203E+00 1.336981415E+00
1.049996187E+01 1.066131234E+00 1.026445261E+00 1.012121325E+00 1.008066462E+00 1.143911407E+00 1.239508033E+00 1.283544709E+00 1.312194276E+00 1.337286261E+00
1.066670514E+01 1.065481016E+00 1.026139108E+00 1.012029782E+00 1.008068923E+00 1.147055443E+00 1.240907118E+00 1.284287977E+00 1.312717678E+00 1.337721970E+00
1.083333839E+01 1.064550493E+00 1.025706566E+00 1.011903282E+00 1.008075355E+00 1.151447111E+00 1.242855846E+00 1.285328445E+00 1.313454717E+00 1.338337576E+00
1.100000000E+01 1.063234115E+00 1.025106093E+00 1.011733435E+00 1.008090378E+00 1.157448140E+00 1.245510018E+00 1.286756425E+00 1.314474826E+00 1.339193683E+00
1.116672606E+01 1.061402619E+00 1.024293457E+00 1.011515027E+00 1.008123058E+00 1.165398875E+00 1.249015663E+00 1.288664616E+00 1.315854280E+00 1.340358983E+00
1.133324570E+01 1.058914428E+00 1.023233459E+00 1.011252198E+00 1.008190194E+00 1.175495185E+00 1.253461357E+00 1.291127732E+00 1.317664253E+00 1.341901374E+00
1.149996187E+01 1.055646596E+00 1.021922330E+00 1.010968065E+00 1.026452998E+00 1.187614166E+00 1.258815872E+00 1.294173969E+00 1.319951938E+00 1.343873130E+00
1.166670514E+01 1.051554940E+00 1.020420378E+00 1.010715734E+00 1.056696638E+00 1.201165402E+00 1.264883031E+00 1.297759791E+00 1.322719829E+00 1.346292958E+00
1.183333839E+01 1.046764211E+00 1.018883255E+00 1.010584127E+00 1.089092140E+00 1.215118540E+00 1.271319688E+00 1.301765315E+00 1.325913700E+00 1.349133727E+00
1.200000000E+01 1.041661965E+00 1.017563627E+00 1.010689044E+00 1.120387792E+00 1.228314097E+00 1.277737369E+00 1.306020955E+00 1.329429652E+00 1.352325327E+00
1.216672606E+01 1.036926309E+00 1.016752801E+00 1.011146302E+00 1.147662793E+00 1.239921172E+00 1.283832934E+00 1.310353651E+00 1.333141375E+00 1.355775149E+00
1.233324570E+01 1.033387099E+00 1.016673041E+00 1.012039541E+00 1.169639455E+00 1.249694209E+00 1.289456984E+00 1.314627682E+00 1.336935411E+00 1.359397133E+00
1.249996187E+01 1.031689353E+00 1.017395781E+00 1.022113863E+00 1.186783891E+00 1.257850713E+00 1.294590719E+00 1.318764196E+00 1.340738013E+00 1.363134467E+00
1.266670514E+01 1.031955479E+00 1.018859350E+00 1.050086399E+00 1.200337934E+00 1.264767106E+00 1.299285372E+00 1.322741407E+00 1.344524014E+00 1.366967190E+00
1.283333839E+01 1.033820678E+00 1.020961997E+00 1.072668267E+00 1.211431627E+00 1.270770062E+00 1.303618802E+00 1.326582825E+00 1.348308921E+00 1.370905510E+00
1.300000000E+01 1.036843530E+00 1.023643418E+00 1.091534378E+00 1.220780757E+00 1.276088951E+00 1.307677174E+00 1.330339872E+00 1.352132300E+00 1.374976005E+00
