fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
001_340 001_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 2.543617089E-35 1.000000000E+20 1.059556423E+00 1.690650287E-12 2.715238205E-02 
001_340_SRH 001_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 9.594718797E-29 1.000000000E+20 1.068343070E+00 1.621400921E-12 3.095868632E-02 
002_340 002_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.727435782E-28 1.000000000E+20 1.061974061E+00 2.443867359E-12 2.821682484E-02 
002_340_SRH 002_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.323169198E-28 1.000000000E+20 1.068235332E+00 2.375699888E-12 3.092047225E-02 
003_340 003_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 2.035845549E-31 1.000000000E+20 1.063676875E+00 3.545453947E-12 2.896794864E-02 
003_340_SRH 003_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 6.879189292E-33 1.000000000E+20 1.068077855E+00 3.478065248E-12 3.086451758E-02 
004_340 004_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.255129032E-31 1.000000000E+20 1.064786800E+00 5.152741845E-12 2.946454865E-02 
004_340_SRH 004_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 3.455446837E-28 1.000000000E+20 1.067848124E+00 5.085882366E-12 3.078267985E-02 
005_340 005_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 3.408509602E-28 1.000000000E+20 1.065401492E+00 7.490615156E-12 2.975335421E-02 
005_340_SRH 005_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 5.621383838E-30 1.000000000E+20 1.067513942E+00 7.424081696E-12 3.066318540E-02 
006_340 006_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 5.391871559E-31 1.000000000E+20 1.065581523E+00 1.087651255E-11 2.986439983E-02 
006_340_SRH 006_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 2.445773825E-27 1.000000000E+20 1.067029837E+00 1.081013513E-11 3.048913292E-02 
007_340 007_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 5.140779866E-33 1.000000000E+20 1.065345410E+00 1.575034686E-11 2.980935049E-02 
