T file kT1 Voc Jsc FF eta Vmpp Jmpp Wph TDD TDD1 TDD11 TDD111 d N_B
325 001_325 35.674 4.241280E-1 3.668295E-1 7.665620E+1 2.385280E+1 3.511230E-1 3.396638E-1 5.000000E-1 1.000000E+10 1.000000E+10 1.000000E+10 1.000000E+10 2.300E-4 1.000E+16
325 002_325 35.674 4.236800E-1 3.660491E-1 7.663800E+1 2.377130E+1 3.506930E-1 3.389173E-1 5.000000E-1 1.468000E+10 1.468000E+10 1.468000E+10 1.468000E+10 2.300E-4 1.000E+16
325 003_325 35.674 4.230400E-1 3.649182E-1 7.661160E+1 2.365390E+1 3.501070E-1 3.378082E-1 5.000000E-1 2.154000E+10 2.154000E+10 2.154000E+10 2.154000E+10 2.300E-4 1.000E+16
325 004_325 35.674 4.221380E-1 3.632886E-1 7.657350E+1 2.348640E+1 3.492480E-1 3.362412E-1 5.000000E-1 3.162000E+10 3.162000E+10 3.162000E+10 3.162000E+10 2.300E-4 1.000E+16
325 005_325 35.674 4.208850E-1 3.609598E-1 7.651950E+1 2.325010E+1 3.480570E-1 3.339985E-1 5.000000E-1 4.642000E+10 4.642000E+10 4.642000E+10 4.642000E+10 2.300E-4 1.000E+16
325 006_325 35.674 4.191360E-1 3.576705E-1 7.645210E+1 2.292230E+1 3.464360E-1 3.308303E-1 5.000000E-1 6.813000E+10 6.813000E+10 6.813000E+10 6.813000E+10 2.300E-4 1.000E+16
325 007_325 35.674 4.167790E-1 3.530997E-1 7.636730E+1 2.247720E+1 3.442680E-1 3.264485E-1 5.000000E-1 1.000000E+11 1.000000E+11 1.000000E+11 1.000000E+11 2.300E-4 1.000E+16
325 008_325 35.674 4.137980E-1 3.468878E-1 7.624700E+1 2.188930E+1 3.414940E-1 3.204920E-1 5.000000E-1 1.468000E+11 1.468000E+11 1.468000E+11 1.468000E+11 2.300E-4 1.000E+16
325 009_325 35.674 4.101610E-1 3.386896E-1 7.608550E+1 2.113920E+1 3.380570E-1 3.126574E-1 5.000000E-1 2.154000E+11 2.154000E+11 2.154000E+11 2.154000E+11 2.300E-4 1.000E+16
325 010_325 35.674 4.057050E-1 3.282642E-1 7.591590E+1 2.022070E+1 3.339750E-1 3.027280E-1 5.000000E-1 3.162000E+11 3.162000E+11 3.162000E+11 3.162000E+11 2.300E-4 1.000E+16
325 011_325 35.674 4.007650E-1 3.155808E-1 7.569400E+1 1.914660E+1 3.293460E-1 2.906762E-1 5.000000E-1 4.642000E+11 4.642000E+11 4.642000E+11 4.642000E+11 2.300E-4 1.000E+16
325 012_325 35.674 3.952470E-1 3.008842E-1 7.546680E+1 1.794960E+1 3.242680E-1 2.767708E-1 5.000000E-1 6.813000E+11 6.813000E+11 6.813000E+11 6.813000E+11 2.300E-4 1.000E+16
325 013_325 35.674 3.895070E-1 2.846568E-1 7.519710E+1 1.667510E+1 3.188960E-1 2.614494E-1 5.000000E-1 1.000000E+12 1.000000E+12 1.000000E+12 1.000000E+12 2.300E-4 1.000E+16
325 014_325 35.674 3.834320E-1 2.674634E-1 7.492690E+1 1.536810E+1 3.132910E-1 2.452687E-1 5.000000E-1 1.468000E+12 1.468000E+12 1.468000E+12 1.468000E+12 2.300E-4 1.000E+16
325 015_325 35.674 3.771900E-1 2.497640E-1 7.462860E+1 1.406130E+1 3.075100E-1 2.286319E-1 5.000000E-1 2.154000E+12 2.154000E+12 2.154000E+12 2.154000E+12 2.300E-4 1.000E+16
325 016_325 35.674 3.707580E-1 2.318174E-1 7.429680E+1 1.277140E+1 3.015140E-1 2.117870E-1 5.000000E-1 3.162000E+12 3.162000E+12 3.162000E+12 3.162000E+12 2.300E-4 1.000E+16
325 017_325 35.674 3.639360E-1 2.137285E-1 7.395360E+1 1.150470E+1 2.952250E-1 1.948469E-1 5.000000E-1 4.642000E+12 4.642000E+12 4.642000E+12 4.642000E+12 2.300E-4 1.000E+16
325 018_325 35.674 3.568090E-1 1.955733E-1 7.356390E+1 1.026690E+1 2.886230E-1 1.778605E-1 5.000000E-1 6.813000E+12 6.813000E+12 6.813000E+12 6.813000E+12 2.300E-4 1.000E+16
325 019_325 35.674 3.493470E-1 1.774971E-1 7.312010E+1 9.068100E+0 2.816700E-1 1.609698E-1 5.000000E-1 1.000000E+13 1.000000E+13 1.000000E+13 1.000000E+13 2.300E-4 1.000E+16
325 020_325 35.674 3.414360E-1 1.597297E-1 7.263520E+1 7.922700E+0 2.743260E-1 1.444023E-1 5.000000E-1 1.468000E+13 1.468000E+13 1.468000E+13 1.468000E+13 2.300E-4 1.000E+16
325 021_325 35.674 3.331130E-1 1.425417E-1 7.209250E+1 6.846300E+0 2.666310E-1 1.283846E-1 5.000000E-1 2.154000E+13 2.154000E+13 2.154000E+13 2.154000E+13 2.300E-4 1.000E+16
325 022_325 35.674 3.244100E-1 1.261929E-1 7.147290E+1 5.852000E+0 2.585250E-1 1.131795E-1 5.000000E-1 3.162000E+13 3.162000E+13 3.162000E+13 3.162000E+13 2.300E-4 1.000E+16
325 023_325 35.674 3.153180E-1 1.108972E-1 7.076290E+1 4.948900E+0 2.500290E-1 9.896568E-2 5.000000E-1 4.642000E+13 4.642000E+13 4.642000E+13 4.642000E+13 2.300E-4 1.000E+16
325 024_325 35.674 3.058170E-1 9.680802E-2 6.994500E+1 4.141500E+0 2.411040E-1 8.588671E-2 5.000000E-1 6.813000E+13 6.813000E+13 6.813000E+13 6.813000E+13 2.300E-4 1.000E+16
325 025_325 35.674 2.958710E-1 8.401533E-2 6.899800E+1 3.430300E+0 2.317290E-1 7.401476E-2 5.000000E-1 1.000000E+14 1.000000E+14 1.000000E+14 1.000000E+14 2.300E-4 1.000E+16
