N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 1.000E+15 295 1.500E-4 1.181798036E+00 1.182920165E+00
1.468000E+10 1.000E+15 295 1.500E-4 1.182265180E+00 1.183038732E+00
2.154000E+10 1.000E+15 295 1.500E-4 1.182679568E+00 1.183211448E+00
3.162000E+10 1.000E+15 295 1.500E-4 1.183096998E+00 1.183462187E+00
4.642000E+10 1.000E+15 295 1.500E-4 1.183573742E+00 1.183824391E+00
6.813000E+10 1.000E+15 295 1.500E-4 1.184171662E+00 1.184343828E+00
1.000000E+11 1.000E+15 295 1.500E-4 1.184962521E+00 1.185081014E+00
1.468000E+11 1.000E+15 295 1.500E-4 1.186029909E+00 1.186111765E+00
2.154000E+11 1.000E+15 295 1.500E-4 1.187466289E+00 1.187523172E+00
3.162000E+11 1.000E+15 295 1.500E-4 1.189361153E+00 1.189401047E+00
4.642000E+11 1.000E+15 295 1.500E-4 1.191777287E+00 1.191805649E+00
6.813000E+11 1.000E+15 295 1.500E-4 1.194717788E+00 1.194738339E+00
1.000000E+12 1.000E+15 295 1.500E-4 1.198099593E+00 1.198114854E+00
1.468000E+12 1.000E+15 295 1.500E-4 1.201761376E+00 1.201773030E+00
2.154000E+12 1.000E+15 295 1.500E-4 1.205522550E+00 1.205531728E+00
3.162000E+12 1.000E+15 295 1.500E-4 1.209264630E+00 1.209272060E+00
4.642000E+12 1.000E+15 295 1.500E-4 1.212969717E+00 1.212975880E+00
6.813000E+12 1.000E+15 295 1.500E-4 1.216685900E+00 1.216691110E+00
1.000000E+13 1.000E+15 295 1.500E-4 1.220461599E+00 1.220466064E+00
