N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 1.000E+15 295 1.500E-4 1.058984389E+00 1.064750508E+00
1.468000E+10 1.000E+15 295 1.500E-4 1.060725056E+00 1.064772451E+00
2.154000E+10 1.000E+15 295 1.500E-4 1.061987520E+00 1.064803979E+00
3.162000E+10 1.000E+15 295 1.500E-4 1.062901608E+00 1.064849672E+00
4.642000E+10 1.000E+15 295 1.500E-4 1.063574145E+00 1.064916168E+00
6.813000E+10 1.000E+15 295 1.500E-4 1.064090615E+00 1.065012869E+00
1.000000E+11 1.000E+15 295 1.500E-4 1.064520154E+00 1.065153112E+00
1.468000E+11 1.000E+15 295 1.500E-4 1.064921385E+00 1.065355715E+00
2.154000E+11 1.000E+15 295 1.500E-4 1.065348130E+00 1.065646368E+00
3.162000E+11 1.000E+15 295 1.500E-4 1.065854236E+00 1.066059390E+00
4.642000E+11 1.000E+15 295 1.500E-4 1.066496937E+00 1.066638501E+00
6.813000E+11 1.000E+15 295 1.500E-4 1.067337855E+00 1.067435911E+00
1.000000E+12 1.000E+15 295 1.500E-4 1.068440416E+00 1.068508777E+00
1.468000E+12 1.000E+15 295 1.500E-4 1.069863529E+00 1.069911461E+00
2.154000E+12 1.000E+15 295 1.500E-4 1.071651768E+00 1.071685736E+00
3.162000E+12 1.000E+15 295 1.500E-4 1.073825952E+00 1.073850209E+00
4.642000E+12 1.000E+15 295 1.500E-4 1.076374287E+00 1.076391760E+00
6.813000E+12 1.000E+15 295 1.500E-4 1.079242628E+00 1.079255350E+00
1.000000E+13 1.000E+15 295 1.500E-4 1.082325174E+00 1.082334534E+00
