d T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
150 290 1.216258430E+00 1.202732026E+00 1.352640400E-02 1.216111461E+00 1.202433400E+00 1.367806100E-02 1.469690000E-04 2.986260000E-04
150 295 1.213657493E+00 1.203194275E+00 1.046321800E-02 1.213527427E+00 1.202925629E+00 1.060179800E-02 1.300660000E-04 2.686460000E-04
150 300 1.207881929E+00 1.204373938E+00 3.507991000E-03 1.207766426E+00 1.204123605E+00 3.642821000E-03 1.155030000E-04 2.503330000E-04
150 305 1.194222546E+00 1.205488891E+00 -1.126634500E-02 1.194125404E+00 1.205250001E+00 -1.112459700E-02 9.714200000E-05 2.388900000E-04
150 310 1.165125455E+00 1.205738051E+00 -4.061259600E-02 1.165062911E+00 1.205504349E+00 -4.044143800E-02 6.254400000E-05 2.337020000E-04
150 315 1.107916998E+00 1.203003211E+00 -9.508621300E-02 1.107926266E+00 1.202773653E+00 -9.484738700E-02 -9.268000000E-06 2.295580000E-04
150 320 1.014232545E+00 1.002151040E+00 1.208150500E-02 1.014132866E+00 1.002133416E+00 1.199945000E-02 9.967900000E-05 1.762400000E-05
150 325 1.014370164E+00 1.002379608E+00 1.199055600E-02 1.014267416E+00 1.002358817E+00 1.190859900E-02 1.027480000E-04 2.079100000E-05
150 330 1.016065908E+00 1.002779712E+00 1.328619600E-02 1.015945165E+00 1.002753097E+00 1.319206800E-02 1.207430000E-04 2.661500000E-05
150 335 1.019790162E+00 1.003463548E+00 1.632661400E-02 1.019629126E+00 1.003426939E+00 1.620218700E-02 1.610360000E-04 3.660900000E-05
150 340 1.026199013E+00 1.004589050E+00 2.160996300E-02 1.025962600E+00 1.004536286E+00 2.142631400E-02 2.364130000E-04 5.276400000E-05
180 290 1.213062570E+00 1.199488667E+00 1.357390300E-02 1.212940876E+00 1.199248596E+00 1.369228000E-02 1.216940000E-04 2.400710000E-04
180 295 1.210715645E+00 1.200324610E+00 1.039103500E-02 1.210605788E+00 1.200106576E+00 1.049921200E-02 1.098570000E-04 2.180340000E-04
180 300 1.204323869E+00 1.201640483E+00 2.683386000E-03 1.204224201E+00 1.201433851E+00 2.790350000E-03 9.966800000E-05 2.066320000E-04
180 305 1.189302148E+00 1.202745680E+00 -1.344353200E-02 1.189217375E+00 1.202543979E+00 -1.332660400E-02 8.477300000E-05 2.017010000E-04
180 310 1.157646254E+00 1.202762060E+00 -4.511580600E-02 1.157593452E+00 1.202559722E+00 -4.496627000E-02 5.280200000E-05 2.023380000E-04
180 315 1.097673902E+00 1.199630452E+00 -1.019565500E-01 1.097689820E+00 1.199426711E+00 -1.017368910E-01 -1.591800000E-05 2.037410000E-04
180 320 1.012733063E+00 1.189383685E+00 -1.766506220E-01 1.012656476E+00 1.189184451E+00 -1.765279750E-01 7.658700000E-05 1.992340000E-04
180 325 1.013015782E+00 1.162531176E+00 -1.495153940E-01 1.012935584E+00 1.162366351E+00 -1.494307670E-01 8.019800000E-05 1.648250000E-04
180 330 1.014758097E+00 1.103791821E+00 -8.903372400E-02 1.014662349E+00 1.103732891E+00 -8.907054200E-02 9.574800000E-05 5.893000000E-05
180 335 1.018421731E+00 1.010714019E+00 7.707712000E-03 1.018292340E+00 1.010602106E+00 7.690234000E-03 1.293910000E-04 1.119130000E-04
180 340 1.024658321E+00 1.011448127E+00 1.321019400E-02 1.024466501E+00 1.011328197E+00 1.313830400E-02 1.918200000E-04 1.199300000E-04
210 290 1.210993629E+00 1.196807393E+00 1.418623600E-02 1.210888291E+00 1.196603392E+00 1.428489900E-02 1.053380000E-04 2.040010000E-04
210 295 1.208580498E+00 1.197839976E+00 1.074052200E-02 1.208483564E+00 1.197652708E+00 1.083085600E-02 9.693400000E-05 1.872680000E-04
210 300 1.201872098E+00 1.199341200E+00 2.530898000E-03 1.201782655E+00 1.199159214E+00 2.623441000E-03 8.944300000E-05 1.819860000E-04
210 305 1.185895542E+00 1.200375757E+00 -1.448021500E-02 1.185818957E+00 1.200198223E+00 -1.437926600E-02 7.658500000E-05 1.775340000E-04
210 310 1.152577331E+00 1.200160954E+00 -4.758362300E-02 1.152531175E+00 1.199979219E+00 -4.744804400E-02 4.615600000E-05 1.817350000E-04
210 315 1.089947805E+00 1.196386308E+00 -1.064385030E-01 1.089968335E+00 1.196199639E+00 -1.062313040E-01 -2.053000000E-05 1.866690000E-04
210 320 1.011614441E+00 1.184849653E+00 -1.732352120E-01 1.011552507E+00 1.184665404E+00 -1.731128970E-01 6.193400000E-05 1.842490000E-04
210 325 1.011966863E+00 1.155344734E+00 -1.433778710E-01 1.011901449E+00 1.155194860E+00 -1.432934110E-01 6.541400000E-05 1.498740000E-04
210 330 1.013689969E+00 1.091942503E+00 -7.825253400E-02 1.013610970E+00 1.091899921E+00 -7.828895100E-02 7.899900000E-05 4.258200000E-05
210 335 1.017231241E+00 1.009758445E+00 7.472796000E-03 1.017123553E+00 1.009668875E+00 7.454678000E-03 1.076880000E-04 8.957000000E-05
210 340 1.023233459E+00 1.010605924E+00 1.262753500E-02 1.023072779E+00 1.010508024E+00 1.256475500E-02 1.606800000E-04 9.790000000E-05
240 290 1.209372033E+00 1.194835962E+00 1.453607100E-02 1.209277790E+00 1.194659902E+00 1.461788800E-02 9.424300000E-05 1.760600000E-04
240 295 1.206841678E+00 1.195963240E+00 1.087843800E-02 1.206753546E+00 1.195798886E+00 1.095466000E-02 8.813200000E-05 1.643540000E-04
