N_Fe N_B T d Jsc_FeB Eta_FeB Voc_FeB FF_FeB
1.000000E+10 1.000E+17 330 1.800E-4 2.440078E-1 1.852220E+1 4.019780E-1 7.553500E+1
1.468000E+10 1.000E+17 330 1.800E-4 2.417110E-1 1.832370E+1 4.015410E-1 7.551750E+1
2.154000E+10 1.000E+17 330 1.800E-4 2.384884E-1 1.804570E+1 4.009240E-1 7.549250E+1
3.162000E+10 1.000E+17 330 1.800E-4 2.340513E-1 1.766370E+1 4.000660E-1 7.545720E+1
4.642000E+10 1.000E+17 330 1.800E-4 2.280942E-1 1.715260E+1 3.988410E-1 7.541830E+1
6.813000E+10 1.000E+17 330 1.800E-4 2.203543E-1 1.649100E+1 3.972230E-1 7.536200E+1
1.000000E+11 1.000E+17 330 1.800E-4 2.106972E-1 1.566000E+1 3.951620E-1 7.523480E+1
1.468000E+11 1.000E+17 330 1.800E-4 1.991999E-1 1.469040E+1 3.926270E-1 7.513180E+1
2.154000E+11 1.000E+17 330 1.800E-4 1.861796E-1 1.360160E+1 3.895900E-1 7.500870E+1
3.162000E+11 1.000E+17 330 1.800E-4 1.721265E-1 1.242800E+1 3.859590E-1 7.482970E+1
4.642000E+11 1.000E+17 330 1.800E-4 1.575679E-1 1.123200E+1 3.819320E-1 7.465600E+1
6.813000E+11 1.000E+17 330 1.800E-4 1.429459E-1 1.004450E+1 3.773820E-1 7.447930E+1
1.000000E+12 1.000E+17 330 1.800E-4 1.285790E-1 8.883400E+0 3.723910E-1 7.421180E+1
1.468000E+12 1.000E+17 330 1.800E-4 1.146962E-1 7.783300E+0 3.668820E-1 7.398600E+1
2.154000E+12 1.000E+17 330 1.800E-4 1.014826E-1 6.745100E+0 3.609440E-1 7.365760E+1
3.162000E+12 1.000E+17 330 1.800E-4 8.909615E-2 5.793100E+0 3.544290E-1 7.338070E+1
4.642000E+12 1.000E+17 330 1.800E-4 7.765978E-2 4.925100E+0 3.474990E-1 7.299990E+1
6.813000E+12 1.000E+17 330 1.800E-4 6.725218E-2 4.150700E+0 3.401650E-1 7.257570E+1
1.000000E+13 1.000E+17 330 1.800E-4 5.790584E-2 3.473500E+0 3.323230E-1 7.220120E+1
1.468000E+13 1.000E+17 330 1.800E-4 4.961229E-2 2.883400E+0 3.241180E-1 7.172460E+1
2.154000E+13 1.000E+17 330 1.800E-4 4.233051E-2 2.378000E+0 3.155840E-1 7.120310E+1
3.162000E+13 1.000E+17 330 1.800E-4 3.599624E-2 1.950000E+0 3.067540E-1 7.064130E+1
4.642000E+13 1.000E+17 330 1.800E-4 3.053055E-2 1.591300E+0 2.976610E-1 7.004150E+1
6.813000E+13 1.000E+17 330 1.800E-4 2.584710E-2 1.294300E+0 2.883400E-1 6.946630E+1
1.000000E+14 1.000E+17 330 1.800E-4 2.185781E-2 1.047900E+0 2.788250E-1 6.877800E+1
