T nFsrh nFBsrh dnsrh nF nFB dn
290 1.165030725E+00 1.242458233E+0 -7.742750800E-02 1.165030725E+00 1.242458233E+0 -7.742750800E-02
295 1.171656288E+00 1.197299609E+0 -2.564332100E-02 1.171656288E+00 1.197299609E+0 -2.564332100E-02
300 1.168596592E+00 1.161369743E+0 7.226849000E-03 1.168596592E+00 1.161369743E+0 7.226849000E-03
305 1.174157512E+00 1.132671371E+0 4.148614100E-02 1.174157512E+00 1.132671371E+0 4.148614100E-02
310 1.178083284E+00 1.109648560E+0 6.843472400E-02 1.178083284E+00 1.109648560E+0 6.843472400E-02
315 1.177420307E+00 1.091092343E+0 8.632796400E-02 1.177420307E+00 1.091092343E+0 8.632796400E-02
320 1.175876500E+00 1.076063617E+0 9.981288300E-02 1.175876500E+00 1.076063617E+0 9.981288300E-02
325 1.158684795E+00 1.063831937E+0 9.485285800E-02 1.158684795E+00 1.063831937E+0 9.485285800E-02
330 1.145023354E+00 1.053827765E+0 9.119558900E-02 1.145023354E+00 1.053827765E+0 9.119558900E-02
335 1.127683397E+00 1.045605600E+0 8.207779700E-02 1.127683397E+00 1.045605600E+0 8.207779700E-02
340 1.105375348E+00 1.038815664E+0 6.655968400E-02 1.105375348E+00 1.038815664E+0 6.655968400E-02
