N_Fe N_B T d Jsc_Fe Eta_Fe Voc_Fe FF_Fe
1.000000E+10 1.778E+15 300 3.800E-4 3.829063E+1 1.894010E+1 6.071180E-1 8.147340E+1
1.468000E+10 1.778E+15 300 3.800E-4 3.826534E+1 1.891730E+1 6.070630E-1 8.143660E+1
2.154000E+10 1.778E+15 300 3.800E-4 3.822844E+1 1.888390E+1 6.069810E-1 8.138220E+1
3.162000E+10 1.778E+15 300 3.800E-4 3.817476E+1 1.883500E+1 6.068610E-1 8.130200E+1
4.642000E+10 1.778E+15 300 3.800E-4 3.809698E+1 1.876380E+1 6.066840E-1 8.118330E+1
6.813000E+10 1.778E+15 300 3.800E-4 3.798503E+1 1.866000E+1 6.064240E-1 8.100710E+1
1.000000E+11 1.778E+15 300 3.800E-4 3.782540E+1 1.850980E+1 6.060420E-1 8.074480E+1
1.468000E+11 1.778E+15 300 3.800E-4 3.760108E+1 1.829370E+1 6.054770E-1 8.035320E+1
2.154000E+11 1.778E+15 300 3.800E-4 3.729275E+1 1.798240E+1 6.046430E-1 7.974890E+1
3.162000E+11 1.778E+15 300 3.800E-4 3.688294E+1 1.756320E+1 6.034020E-1 7.891720E+1
4.642000E+11 1.778E+15 300 3.800E-4 3.636447E+1 1.701890E+1 6.015450E-1 7.780110E+1
6.813000E+11 1.778E+15 300 3.800E-4 3.575078E+1 1.639870E+1 5.986890E-1 7.661640E+1
1.000000E+12 1.778E+15 300 3.800E-4 3.507712E+1 1.577980E+1 5.942410E-1 7.570360E+1
1.468000E+12 1.778E+15 300 3.800E-4 3.438162E+1 1.520210E+1 5.871100E-1 7.531100E+1
2.154000E+12 1.778E+15 300 3.800E-4 3.368223E+1 1.466260E+1 5.750340E-1 7.570370E+1
3.162000E+12 1.778E+15 300 3.800E-4 3.297547E+1 1.414920E+1 5.573960E-1 7.697970E+1
4.642000E+12 1.778E+15 300 3.800E-4 3.225058E+1 1.363740E+1 5.463680E-1 7.739420E+1
6.813000E+12 1.778E+15 300 3.800E-4 3.149934E+1 1.312530E+1 5.386350E-1 7.735940E+1
1.000000E+13 1.778E+15 300 3.800E-4 3.071756E+1 1.261500E+1 5.310300E-1 7.733580E+1
1.468000E+13 1.778E+15 300 3.800E-4 2.990376E+1 1.209460E+1 5.233490E-1 7.728150E+1
2.154000E+13 1.778E+15 300 3.800E-4 2.905810E+1 1.157530E+1 5.156670E-1 7.724960E+1
3.162000E+13 1.778E+15 300 3.800E-4 2.818205E+1 1.104610E+1 5.080310E-1 7.715150E+1
4.642000E+13 1.778E+15 300 3.800E-4 2.727628E+1 1.051270E+1 5.004540E-1 7.701330E+1
6.813000E+13 1.778E+15 300 3.800E-4 2.634869E+1 9.981900E+0 4.929080E-1 7.685790E+1
1.000000E+14 1.778E+15 300 3.800E-4 2.540288E+1 9.443600E+0 4.853500E-1 7.659520E+1
