Ew Nt
4.4928354E-1 1.7753344E+16
4.4654998E-1 1.5168035E+16
4.4381640E-1 1.3003430E+16
4.4108281E-1 1.1169005E+16
4.3834923E-1 9.6001522E+15
4.3561565E-1 8.2607924E+15
4.3288207E-1 7.1315455E+15
4.3014850E-1 6.1937444E+15
4.2741491E-1 5.4199299E+15
4.2468134E-1 4.7755895E+15
4.2194776E-1 4.2279722E+15
4.1921418E-1 3.7539727E+15
4.1648061E-1 3.3417716E+15
4.1374703E-1 2.9871243E+15
4.1101345E-1 2.6874888E+15
4.0827987E-1 2.4376345E+15
4.0554629E-1 2.2287200E+15
4.0281271E-1 2.0505386E+15
4.0007913E-1 1.8950427E+15
3.9734556E-1 1.7589015E+15
3.9461198E-1 1.6437204E+15
3.9187840E-1 1.5536999E+15
3.8914482E-1 1.4918420E+15
3.8641124E-1 1.4568402E+15
3.8367766E-1 1.4427965E+15
3.8094409E-1 1.4421681E+15
3.7821051E-1 1.4499483E+15
3.7547693E-1 1.4661698E+15
3.7274335E-1 1.4953396E+15
3.7000977E-1 1.5436674E+15
3.6727619E-1 1.6159957E+15
3.6454262E-1 1.7138244E+15
3.6180904E-1 1.8349008E+15
3.5907546E-1 1.9742438E+15
3.5634188E-1 2.1259459E+15
3.5360830E-1 2.2846856E+15
3.5087473E-1 2.4461561E+15
3.4814115E-1 2.6065486E+15
3.4540757E-1 2.7619402E+15
3.4267399E-1 2.9082308E+15
3.3994041E-1 3.0415357E+15
3.3720683E-1 3.1585497E+15
3.3447326E-1 3.2566525E+15
3.3173968E-1 3.3339571E+15
3.2900610E-1 3.3896157E+15
3.2627252E-1 3.4243282E+15
3.2353894E-1 3.4406302E+15
3.2080536E-1 3.4425105E+15
3.1807178E-1 3.4344036E+15
3.1533821E-1 3.4201793E+15
3.1260463E-1 3.4026714E+15
3.0987105E-1 3.3838345E+15
3.0713747E-1 3.3650944E+15
3.0440389E-1 3.3475153E+15
3.0167031E-1 3.3316672E+15
2.9893674E-1 3.3171911E+15
2.9620316E-1 3.3018163E+15
2.9346958E-1 3.2791560E+15
2.9073600E-1 3.2345777E+15
2.8800242E-1 3.1396566E+15
2.8526884E-1 2.9487393E+15
2.8253527E-1 2.6044256E+15
2.7980169E-1 2.0575677E+15
2.7706811E-1 1.2977757E+15
2.7433453E-1 8.5680199E+14
