T JscF EtaF VocF FFF JscFB EtaFB VocFB FFFB eJsc eEta eVoc eFF
290 3.217368E-1 2.373620E+1 4.649590E-1 7.933510E+1 3.408845E-1 2.582220E+1 4.737210E-1 7.995240E+1 5.6170638E+00 8.0783202E+00 1.8496119E+00 7.7208439E-01
295 3.232052E-1 2.294430E+1 4.512970E-1 7.865090E+1 3.427865E-1 2.504920E+1 4.607620E-1 7.929810E+1 5.7123895E+00 8.4030628E+00 2.0542059E+00 8.1616079E-01
300 3.246216E-1 2.214340E+1 4.375470E-1 7.794910E+1 3.442429E-1 2.422260E+1 4.474550E-1 7.862760E+1 5.6998416E+00 8.5837193E+00 2.2143009E+00 8.6292854E-01
305 3.260056E-1 2.133570E+1 4.238030E-1 7.721260E+1 3.458052E-1 2.340630E+1 4.343010E-1 7.792540E+1 5.7256513E+00 8.8463362E+00 2.4172176E+00 9.1472100E-01
310 3.273523E-1 2.052170E+1 4.100910E-1 7.643420E+1 3.471714E-1 2.256680E+1 4.211120E-1 7.717890E+1 5.7087364E+00 9.0624280E+00 2.6171185E+00 9.6490103E-01
315 3.286572E-1 1.970200E+1 3.962670E-1 7.563930E+1 3.481484E-1 2.168320E+1 4.075820E-1 7.640350E+1 5.5985321E+00 9.1370277E+00 2.7761285E+00 1.0002160E+00
320 3.299463E-1 1.887860E+1 3.825000E-1 7.479360E+1 3.491486E-1 2.080240E+1 3.941200E-1 7.558660E+1 5.4997500E+00 9.2479714E+00 2.9483406E+00 1.0491278E+00
325 3.312063E-1 1.805170E+1 3.687130E-1 7.390950E+1 3.499379E-1 1.989940E+1 3.805710E-1 7.471080E+1 5.3528355E+00 9.2852046E+00 3.1158443E+00 1.0725357E+00
330 3.324326E-1 1.722190E+1 3.548910E-1 7.298790E+1 3.503720E-1 1.895920E+1 3.666220E-1 7.379730E+1 5.1201009E+00 9.1633613E+00 3.1997534E+00 1.0967881E+00
335 3.336624E-1 1.639200E+1 3.411240E-1 7.200800E+1 3.507630E-1 1.801660E+1 3.526860E-1 7.281810E+1 4.8752577E+00 9.0172397E+00 3.2782702E+00 1.1124981E+00
340 3.348701E-1 1.556120E+1 3.272960E-1 7.098980E+1 3.509434E-1 1.705500E+1 3.385290E-1 7.177740E+1 4.5800263E+00 8.7587218E+00 3.3181795E+00 1.0972813E+00
