T JscF EtaF VocF FFF JscFB EtaFB VocFB FFFB eJsc eEta eVoc eFF
290 3.691076E-1 2.971080E+1 5.032700E-1 7.997050E+1 3.728665E-1 3.036370E+1 5.036240E-1 8.084700E+1 1.0081088E+00 2.1502650E+00 7.0290534E-02 1.0841466E+00
295 3.694960E-1 2.875770E+1 4.904580E-1 7.934350E+1 3.733316E-1 2.943290E+1 4.911860E-1 8.025300E+1 1.0273976E+00 2.2940315E+00 1.4821269E-01 1.1332910E+00
300 3.698584E-1 2.780220E+1 4.775300E-1 7.870670E+1 3.737005E-1 2.848730E+1 4.785690E-1 7.964390E+1 1.0281228E+00 2.4049313E+00 2.1710558E-01 1.1767380E+00
305 3.702019E-1 2.684580E+1 4.645970E-1 7.804230E+1 3.740711E-1 2.754630E+1 4.659790E-1 7.901550E+1 1.0343488E+00 2.5429913E+00 2.9657989E-01 1.2316571E+00
310 3.705272E-1 2.588960E+1 4.516670E-1 7.734920E+1 3.743943E-1 2.660020E+1 4.533920E-1 7.835200E+1 1.0328950E+00 2.6714085E+00 3.8046547E-01 1.2798652E+00
315 3.708350E-1 2.493360E+1 4.386790E-1 7.663470E+1 3.746397E-1 2.564220E+1 4.407230E-1 7.765050E+1 1.0155624E+00 2.7634134E+00 4.6378337E-01 1.3081693E+00
320 3.711330E-1 2.397870E+1 4.256450E-1 7.589560E+1 3.748807E-1 2.468720E+1 4.279980E-1 7.693190E+1 9.9970471E-01 2.8699083E+00 5.4976892E-01 1.3470355E+00
325 3.714190E-1 2.302570E+1 4.126230E-1 7.512150E+1 3.750779E-1 2.372740E+1 4.152350E-1 7.617340E+1 9.7550402E-01 2.9573405E+00 6.2904139E-01 1.3809283E+00
330 3.716932E-1 2.207550E+1 3.995870E-1 7.431620E+1 3.752086E-1 2.275700E+1 4.023930E-1 7.536350E+1 9.3691882E-01 2.9946830E+00 6.9732823E-01 1.3896648E+00
335 3.719650E-1 2.112840E+1 3.864790E-1 7.348650E+1 3.753274E-1 2.178780E+1 3.895480E-1 7.450930E+1 8.9585786E-01 3.0264644E+00 7.8783616E-01 1.3727145E+00
340 3.722289E-1 2.018500E+1 3.733910E-1 7.261470E+1 3.754049E-1 2.081350E+1 3.765490E-1 7.361960E+1 8.4601986E-01 3.0196747E+00 8.3866907E-01 1.3649898E+00
