T JscF EtaF VocF FFF JscFB EtaFB VocFB FFFB eJsc eEta eVoc eFF
290 1.905269E-1 1.213070E+1 4.110990E-1 7.743730E+1 2.205049E-1 1.453930E+1 4.227700E-1 7.798140E+1 1.3595163E+01 1.6566135E+01 2.7606027E+00 6.9773048E-01
295 1.935687E-1 1.177170E+1 3.967320E-1 7.664380E+1 2.248678E-1 1.420420E+1 4.090100E-1 7.721890E+1 1.3918889E+01 1.7125216E+01 3.0018826E+00 7.4476585E-01
300 1.965573E-1 1.139460E+1 3.824130E-1 7.579600E+1 2.284995E-1 1.379260E+1 3.949100E-1 7.642430E+1 1.3979112E+01 1.7386135E+01 3.1645185E+00 8.2212071E-01
305 1.995242E-1 1.100200E+1 3.680510E-1 7.490940E+1 2.323847E-1 1.338330E+1 3.810180E-1 7.557510E+1 1.4140561E+01 1.7793070E+01 3.4032513E+00 8.8084568E-01
310 2.024526E-1 1.059400E+1 3.536630E-1 7.398010E+1 2.359567E-1 1.293470E+1 3.669150E-1 7.470140E+1 1.4199258E+01 1.8096284E+01 3.6117357E+00 9.6557762E-01
315 2.053240E-1 1.017000E+1 3.393130E-1 7.298780E+1 2.388102E-1 1.242130E+1 3.526040E-1 7.375580E+1 1.4022098E+01 1.8124512E+01 3.7693844E+00 1.0412740E+00
320 2.082033E-1 9.734600E+0 3.248640E-1 7.196090E+1 2.417331E-1 1.190110E+1 3.383020E-1 7.276370E+1 1.3870587E+01 1.8204200E+01 3.9721905E+00 1.1032974E+00
325 2.110425E-1 9.285800E+0 3.105120E-1 7.085010E+1 2.442344E-1 1.134290E+1 3.238130E-1 7.171220E+1 1.3590182E+01 1.8135574E+01 4.1076177E+00 1.2021664E+00
330 2.138327E-1 8.824400E+0 2.960390E-1 6.969940E+1 2.460132E-1 1.073180E+1 3.090760E-1 7.056980E+1 1.3080802E+01 1.7773347E+01 4.2180564E+00 1.2333888E+00
335 2.166600E-1 8.355000E+0 2.816580E-1 6.845660E+1 2.477025E-1 1.011070E+1 2.942040E-1 6.936980E+1 1.2532171E+01 1.7364772E+01 4.2643880E+00 1.3164230E+00
340 2.194617E-1 7.875800E+0 2.672200E-1 6.714870E+1 2.489448E-1 9.461300E+0 2.792030E-1 6.806080E+1 1.1843228E+01 1.6757739E+01 4.2918593E+00 1.3401253E+00
