T JscF EtaF VocF FFF JscFB EtaFB VocFB FFFB eJsc eEta eVoc eFF
290 3.717509E-1 3.018200E+1 5.061910E-1 8.019570E+1 3.743865E-1 3.066700E+1 5.061280E-1 8.092080E+1 7.0397838E-01 1.5815045E+00 -1.2447444E-02 8.9606133E-01
295 3.720794E-1 2.922460E+1 4.934880E-1 7.958020E+1 3.747716E-1 2.972850E+1 4.936920E-1 8.033750E+1 7.1835753E-01 1.6950065E+00 4.1321310E-02 9.4264820E-01
300 3.723832E-1 2.826590E+1 4.807790E-1 7.893980E+1 3.750826E-1 2.877870E+1 4.811920E-1 7.972510E+1 7.1968148E-01 1.7818734E+00 8.5828526E-02 9.8500974E-01
305 3.726683E-1 2.730620E+1 4.679660E-1 7.828780E+1 3.753889E-1 2.783240E+1 4.686630E-1 7.910020E+1 7.2474173E-01 1.8906023E+00 1.4872094E-01 1.0270518E+00
310 3.729360E-1 2.634640E+1 4.551330E-1 7.761010E+1 3.756572E-1 2.688230E+1 4.560730E-1 7.845310E+1 7.2438383E-01 1.9935050E+00 2.0610736E-01 1.0745273E+00
315 3.731869E-1 2.538730E+1 4.423090E-1 7.690130E+1 3.758664E-1 2.592370E+1 4.434370E-1 7.776780E+1 7.1288628E-01 2.0691491E+00 2.5437661E-01 1.1142144E+00
320 3.734281E-1 2.442980E+1 4.294560E-1 7.616660E+1 3.760694E-1 2.496770E+1 4.308460E-1 7.704740E+1 7.0234377E-01 2.1543835E+00 3.2262108E-01 1.1431924E+00
325 3.736577E-1 2.347400E+1 4.165160E-1 7.541370E+1 3.762383E-1 2.400860E+1 4.181380E-1 7.630490E+1 6.8589508E-01 2.2267021E+00 3.8791021E-01 1.1679460E+00
330 3.738762E-1 2.252060E+1 4.035980E-1 7.462300E+1 3.763579E-1 2.304200E+1 4.053410E-1 7.552100E+1 6.5939894E-01 2.2628244E+00 4.3000831E-01 1.1890732E+00
335 3.740913E-1 2.157060E+1 3.906840E-1 7.379520E+1 3.764673E-1 2.207700E+1 3.925810E-1 7.468840E+1 6.3113051E-01 2.2937899E+00 4.8321238E-01 1.1959019E+00
340 3.742990E-1 2.062460E+1 3.776890E-1 7.294610E+1 3.765457E-1 2.110890E+1 3.797700E-1 7.380680E+1 5.9666064E-01 2.2942929E+00 5.4796324E-01 1.1661527E+00
