T JscF EtaF VocF FFF JscFB EtaFB VocFB FFFB eJsc eEta eVoc eFF
290 3.736147E-1 3.053660E+1 5.082630E-1 8.040400E+1 3.754433E-1 3.088910E+1 5.080430E-1 8.097120E+1 4.8705091E-01 1.1411793E+00 -4.3303421E-02 7.0049598E-01
295 3.739012E-1 2.957770E+1 4.956300E-1 7.980310E+1 3.757721E-1 2.994510E+1 4.955970E-1 8.039750E+1 4.9788156E-01 1.2269119E+00 -6.6586359E-03 7.3932647E-01
300 3.741637E-1 2.861740E+1 4.830040E-1 7.917460E+1 3.760425E-1 2.899280E+1 4.831150E-1 7.979430E+1 4.9962438E-01 1.2948042E+00 2.2975896E-02 7.7662189E-01
305 3.744079E-1 2.765670E+1 4.703720E-1 7.852070E+1 3.763038E-1 2.804280E+1 4.706730E-1 7.916490E+1 5.0382165E-01 1.3768240E+00 6.3950981E-02 8.1374448E-01
310 3.746350E-1 2.669590E+1 4.576190E-1 7.785780E+1 3.765335E-1 2.709030E+1 4.581140E-1 7.852460E+1 5.0420481E-01 1.4558717E+00 1.0805171E-01 8.4916065E-01
315 3.748458E-1 2.573580E+1 4.448680E-1 7.716530E+1 3.767175E-1 2.613160E+1 4.454920E-1 7.785380E+1 4.9684445E-01 1.5146413E+00 1.4006986E-01 8.8434990E-01
320 3.750470E-1 2.477700E+1 4.321270E-1 7.644000E+1 3.768939E-1 2.517530E+1 4.329180E-1 7.714710E+1 4.9003181E-01 1.5821063E+00 1.8271359E-01 9.1656070E-01
325 3.752367E-1 2.382040E+1 4.193490E-1 7.568980E+1 3.770432E-1 2.421720E+1 4.203300E-1 7.640310E+1 4.7912282E-01 1.6385049E+00 2.3338805E-01 9.3360086E-01
330 3.754157E-1 2.286600E+1 4.064930E-1 7.491940E+1 3.771552E-1 2.325420E+1 4.075730E-1 7.563880E+1 4.6121597E-01 1.6693759E+00 2.6498321E-01 9.5109917E-01
335 3.755908E-1 2.191490E+1 3.936560E-1 7.410990E+1 3.772584E-1 2.229310E+1 3.948440E-1 7.482980E+1 4.4203124E-01 1.6964890E+00 3.0087832E-01 9.6204988E-01
340 3.757586E-1 2.096730E+1 3.808240E-1 7.326210E+1 3.773377E-1 2.133040E+1 3.821000E-1 7.397080E+1 4.1848456E-01 1.7022653E+00 3.3394399E-01 9.5808076E-01
