T JscF EtaF VocF FFF JscFB EtaFB VocFB FFFB eJsc eEta eVoc eFF
290 9.398625E-2 5.043700E+0 3.615840E-1 7.420720E+1 1.175673E-1 6.653900E+0 3.769090E-1 7.507970E+1 2.0057490E+01 2.4199342E+01 4.0659682E+00 1.1620984E+00
295 9.625935E-2 4.888300E+0 3.465590E-1 7.326620E+1 1.213873E-1 6.532100E+0 3.626240E-1 7.419780E+1 2.0700642E+01 2.5164955E+01 4.4302087E+00 1.2555628E+00
300 9.852793E-2 4.721700E+0 3.316000E-1 7.225890E+1 1.246518E-1 6.355800E+0 3.480150E-1 7.325580E+1 2.0957475E+01 2.5710375E+01 4.7167507E+00 1.3608479E+00
305 1.008188E-1 4.545100E+0 3.165570E-1 7.120650E+1 1.282196E-1 6.181700E+0 3.335300E-1 7.227460E+1 2.1370212E+01 2.6474918E+01 5.0888976E+00 1.4778359E+00
310 1.031135E-1 4.358800E+0 3.015920E-1 7.008180E+1 1.315739E-1 5.978600E+0 3.189730E-1 7.122740E+1 2.1630734E+01 2.7093299E+01 5.4490505E+00 1.6083698E+00
315 1.053976E-1 4.161900E+0 2.865450E-1 6.890290E+1 1.343177E-1 5.726800E+0 3.040300E-1 7.011840E+1 2.1531116E+01 2.7325906E+01 5.7510772E+00 1.7334965E+00
320 1.077232E-1 3.957500E+0 2.715840E-1 6.763570E+1 1.371764E-1 5.469200E+0 2.892020E-1 6.893100E+1 2.1471040E+01 2.7640240E+01 6.0919357E+00 1.8791255E+00
325 1.100536E-1 3.743800E+0 2.565580E-1 6.629690E+1 1.396695E-1 5.181200E+0 2.740970E-1 6.767020E+1 2.1204272E+01 2.7742608E+01 6.3988296E+00 2.0294014E+00
330 1.123792E-1 3.521300E+0 2.416080E-1 6.484520E+1 1.414812E-1 4.852300E+0 2.587070E-1 6.628370E+1 2.0569517E+01 2.7430291E+01 6.6094076E+00 2.1702168E+00
335 1.147881E-1 3.293300E+0 2.266190E-1 6.330090E+1 1.432341E-1 4.514400E+0 2.432000E-1 6.479770E+1 1.9859796E+01 2.7048999E+01 6.8178454E+00 2.3099585E+00
340 1.171907E-1 3.058500E+0 2.117240E-1 6.163290E+1 1.445293E-1 4.154600E+0 2.274820E-1 6.318310E+1 1.8915611E+01 2.6382805E+01 6.9271415E+00 2.4535042E+00
