T JscF EtaF VocF FFF JscFB EtaFB VocFB FFFB eJsc eEta eVoc eFF
290 1.726091E-1 1.073910E+1 4.036340E-1 7.707020E+1 2.027038E-1 1.309120E+1 4.158780E-1 7.764620E+1 1.4846638E+01 1.7967031E+01 2.9441327E+00 7.4182639E-01
295 1.756297E-1 1.042450E+1 3.892710E-1 7.623810E+1 2.071605E-1 1.280430E+1 4.020580E-1 7.686510E+1 1.5220469E+01 1.8585944E+01 3.1803869E+00 8.1571480E-01
300 1.786060E-1 1.009230E+1 3.747860E-1 7.538400E+1 2.108872E-1 1.244200E+1 3.879150E-1 7.604510E+1 1.5307330E+01 1.8885227E+01 3.3845043E+00 8.6935253E-01
305 1.815695E-1 9.744900E+0 3.604040E-1 7.445880E+1 2.148879E-1 1.208190E+1 3.738820E-1 7.518950E+1 1.5505014E+01 1.9342984E+01 3.6048807E+00 9.7181122E-01
310 1.845024E-1 9.382700E+0 3.458750E-1 7.351460E+1 2.185803E-1 1.168260E+1 3.598120E-1 7.427150E+1 1.5590563E+01 1.9686542E+01 3.8734117E+00 1.0190988E+00
315 1.873862E-1 9.004800E+0 3.314400E-1 7.249350E+1 2.215423E-1 1.121860E+1 3.453320E-1 7.331860E+1 1.5417417E+01 1.9733300E+01 4.0227955E+00 1.1253625E+00
320 1.902861E-1 8.615500E+0 3.169190E-1 7.143220E+1 2.245844E-1 1.074750E+1 3.309930E-1 7.228980E+1 1.5271898E+01 1.9837171E+01 4.2520537E+00 1.1863361E+00
325 1.931535E-1 8.213100E+0 3.024440E-1 7.029530E+1 2.271961E-1 1.023800E+1 3.163870E-1 7.121410E+1 1.4983796E+01 1.9778277E+01 4.4069447E+00 1.2901939E+00
330 1.959789E-1 7.798000E+0 2.879400E-1 6.909420E+1 2.290608E-1 9.675400E+0 3.015530E-1 7.003660E+1 1.4442410E+01 1.9403849E+01 4.5142977E+00 1.3455822E+00
335 1.988498E-1 7.375000E+0 2.734370E-1 6.781820E+1 2.308347E-1 9.102400E+0 2.865850E-1 6.879700E+1 1.3856192E+01 1.8977413E+01 4.5878186E+00 1.4227365E+00
340 2.017033E-1 6.942100E+0 2.589720E-1 6.644990E+1 2.321438E-1 8.500900E+0 2.714750E-1 6.744450E+1 1.3112778E+01 1.8336882E+01 4.6055806E+00 1.4746940E+00
