T JscF EtaF VocF FFF JscFB EtaFB VocFB FFFB eJsc eEta eVoc eFF
290 2.604700E-1 1.794140E+1 4.382170E-1 7.859220E+1 2.870351E-1 2.034180E+1 4.481910E-1 7.906080E+1 9.2550005E+00 1.1800332E+01 2.2253905E+00 5.9270840E-01
295 2.630518E-1 1.737610E+1 4.241970E-1 7.785960E+1 2.904621E-1 1.978880E+1 4.346820E-1 7.836580E+1 9.4367905E+00 1.2192250E+01 2.4121082E+00 6.4594504E-01
300 2.655616E-1 1.679410E+1 4.102360E-1 7.707750E+1 2.932223E-1 1.916360E+1 4.210100E-1 7.761690E+1 9.4333548E+00 1.2364587E+01 2.5590841E+00 6.9495174E-01
305 2.680276E-1 1.619840E+1 3.961240E-1 7.628330E+1 2.961660E-1 1.854400E+1 4.073380E-1 7.685690E+1 9.5008880E+00 1.2648835E+01 2.7529963E+00 7.4632206E-01
310 2.704387E-1 1.558930E+1 3.820910E-1 7.543280E+1 2.988159E-1 1.788960E+1 3.936080E-1 7.605050E+1 9.4965495E+00 1.2858309E+01 2.9260076E+00 8.1222346E-01
315 2.727804E-1 1.496680E+1 3.680010E-1 7.454790E+1 3.008479E-1 1.717570E+1 3.796760E-1 7.518380E+1 9.3294652E+00 1.2860611E+01 3.0749903E+00 8.4579391E-01
320 2.751061E-1 1.433470E+1 3.538940E-1 7.361810E+1 3.029209E-1 1.645910E+1 3.656520E-1 7.429810E+1 9.1821990E+00 1.2907146E+01 3.2156258E+00 9.1523202E-01
325 2.773788E-1 1.369210E+1 3.398420E-1 7.262550E+1 3.046437E-1 1.570980E+1 3.515740E-1 7.333820E+1 8.9497666E+00 1.2843575E+01 3.3369931E+00 9.7179914E-01
330 2.795926E-1 1.303970E+1 3.256690E-1 7.160370E+1 3.057811E-1 1.491260E+1 3.371420E-1 7.232670E+1 8.5644600E+00 1.2559178E+01 3.4030171E+00 9.9963084E-01
335 2.818157E-1 1.238180E+1 3.115850E-1 7.050370E+1 3.068467E-1 1.410900E+1 3.226890E-1 7.124580E+1 8.1574936E+00 1.2241831E+01 3.4410841E+00 1.0416053E+00
340 2.839983E-1 1.171690E+1 2.974400E-1 6.935340E+1 3.075634E-1 1.328100E+1 3.080290E-1 7.009280E+1 7.6618674E+00 1.1776975E+01 3.4376633E+00 1.0548872E+00
