T JscF EtaF VocF FFF JscFB EtaFB VocFB FFFB eJsc eEta eVoc eFF
290 8.178021E-2 4.219100E+0 3.518080E-1 7.332190E+1 1.031666E-1 5.640900E+0 3.680520E-1 7.427980E+1 2.0729955E+01 2.5205198E+01 4.4135068E+00 1.2895834E+00
295 8.384070E-2 4.084000E+0 3.366410E-1 7.234950E+1 1.066972E-1 5.537100E+0 3.536140E-1 7.337870E+1 2.1421837E+01 2.6242979E+01 4.7998665E+00 1.4025869E+00
300 8.590130E-2 3.939300E+0 3.215390E-1 7.131090E+1 1.097271E-1 5.384900E+0 3.389160E-1 7.240090E+1 2.1713688E+01 2.6845438E+01 5.1272292E+00 1.5055061E+00
305 8.798714E-2 3.785900E+0 3.063540E-1 7.022520E+1 1.130486E-1 5.234800E+0 3.242840E-1 7.139670E+1 2.2168749E+01 2.7678230E+01 5.5291041E+00 1.6408321E+00
310 9.008011E-2 3.624100E+0 2.912650E-1 6.906410E+1 1.161819E-1 5.059100E+0 3.096370E-1 7.031540E+1 2.2466314E+01 2.8364729E+01 5.9333994E+00 1.7795533E+00
315 9.216764E-2 3.452900E+0 2.760810E-1 6.784750E+1 1.187559E-1 4.839600E+0 2.945520E-1 6.917750E+1 2.2389001E+01 2.8653194E+01 6.2708792E+00 1.9225904E+00
320 9.429756E-2 3.275200E+0 2.610140E-1 6.653390E+1 1.214447E-1 4.615200E+0 2.796240E-1 6.795230E+1 2.2353499E+01 2.9034495E+01 6.6553658E+00 2.0873466E+00
325 9.643652E-2 3.089400E+0 2.458630E-1 6.514890E+1 1.237976E-1 4.363300E+0 2.643890E-1 6.665440E+1 2.2101462E+01 2.9195792E+01 7.0070994E+00 2.2586656E+00
330 9.857571E-2 2.895900E+0 2.308250E-1 6.363520E+1 1.255162E-1 4.074800E+0 2.488820E-1 6.521960E+1 2.1463755E+01 2.8931481E+01 7.2552455E+00 2.4293311E+00
335 1.007987E-1 2.697600E+0 2.157230E-1 6.202920E+1 1.271839E-1 3.778200E+0 2.332490E-1 6.368020E+1 2.0745708E+01 2.8600921E+01 7.5138586E+00 2.5926426E+00
340 1.030189E-1 2.493600E+0 2.007660E-1 6.028110E+1 1.284208E-1 3.462100E+0 2.174090E-1 6.200090E+1 1.9780207E+01 2.7974351E+01 7.6551569E+00 2.7738307E+00
