T JscF EtaF VocF FFF JscFB EtaFB VocFB FFFB eJsc eEta eVoc eFF
290 1.223088E-1 7.019100E+0 3.795740E-1 7.559590E+1 1.496801E-1 8.991500E+0 3.934950E-1 7.633050E+1 1.8286532E+01 2.1936273E+01 3.5377832E+00 9.6239380E-01
295 1.249744E-1 6.812500E+0 3.647830E-1 7.471680E+1 1.539551E-1 8.819700E+0 3.794490E-1 7.548800E+1 1.8824125E+01 2.2758144E+01 3.8650780E+00 1.0216193E+00
300 1.276229E-1 6.591600E+0 3.501140E-1 7.376020E+1 1.575771E-1 8.582600E+0 3.649950E-1 7.461220E+1 1.9009234E+01 2.3198098E+01 4.0770422E+00 1.1419044E+00
305 1.302830E-1 6.358400E+0 3.352820E-1 7.278160E+1 1.615090E-1 8.347600E+0 3.507860E-1 7.367040E+1 1.9333907E+01 2.3829604E+01 4.4197887E+00 1.2064547E+00
310 1.329363E-1 6.112900E+0 3.205800E-1 7.172000E+1 1.651790E-1 8.078200E+0 3.363460E-1 7.270140E+1 1.9519854E+01 2.4328440E+01 4.6874350E+00 1.3499052E+00
315 1.355643E-1 5.854300E+0 3.057440E-1 7.062220E+1 1.681569E-1 7.750800E+0 3.216910E-1 7.164080E+1 1.9382256E+01 2.4468442E+01 4.9572416E+00 1.4218155E+00
320 1.382299E-1 5.586400E+0 2.910200E-1 6.943420E+1 1.712423E-1 7.416500E+0 3.070020E-1 7.053720E+1 1.9278181E+01 2.4676060E+01 5.2058293E+00 1.5637139E+00
325 1.408868E-1 5.307000E+0 2.761970E-1 6.819090E+1 1.739154E-1 7.047100E+0 2.921770E-1 6.934180E+1 1.8991188E+01 2.4692427E+01 5.4692875E+00 1.6597492E+00
330 1.435256E-1 5.016800E+0 2.614580E-1 6.684480E+1 1.758422E-1 6.629200E+0 2.769710E-1 6.805720E+1 1.8378182E+01 2.4322694E+01 5.6009474E+00 1.7814427E+00
335 1.462416E-1 4.719800E+0 2.466620E-1 6.542160E+1 1.776964E-1 6.201300E+0 2.617440E-1 6.666540E+1 1.7701428E+01 2.3890152E+01 5.7621187E+00 1.8657354E+00
340 1.489411E-1 4.414100E+0 2.319420E-1 6.388780E+1 1.790586E-1 5.747400E+0 2.462340E-1 6.517770E+1 1.6819913E+01 2.3198316E+01 5.8042350E+00 1.9790511E+00
