T JscF EtaF VocF FFF JscFB EtaFB VocFB FFFB eJsc eEta eVoc eFF
290 3.342792E-1 2.508560E+1 4.723850E-1 7.943070E+1 3.502803E-1 2.695630E+1 4.801370E-1 8.013990E+1 4.5680845E+00 6.9397506E+00 1.6145392E+00 8.8495244E-01
295 3.354666E-1 2.424530E+1 4.587770E-1 7.876710E+1 3.518074E-1 2.613900E+1 4.671770E-1 7.951910E+1 4.6448142E+00 7.2447301E+00 1.7980337E+00 9.4568475E-01
300 3.366091E-1 2.339800E+1 4.451200E-1 7.808110E+1 3.529702E-1 2.527540E+1 4.540480E-1 7.885470E+1 4.6352638E+00 7.4277756E+00 1.9663119E+00 9.8104488E-01
305 3.377236E-1 2.254560E+1 4.314940E-1 7.735630E+1 3.542136E-1 2.442210E+1 4.410830E-1 7.815690E+1 4.6553831E+00 7.6836144E+00 2.1739673E+00 1.0243497E+00
310 3.388066E-1 2.168880E+1 4.178050E-1 7.660870E+1 3.552962E-1 2.354960E+1 4.279550E-1 7.743960E+1 4.6410854E+00 7.9016204E+00 2.3717447E+00 1.0729653E+00
315 3.398554E-1 2.082820E+1 4.041170E-1 7.582620E+1 3.560647E-1 2.263880E+1 4.145950E-1 7.667800E+1 4.5523468E+00 7.9977737E+00 2.5272857E+00 1.1108793E+00
320 3.408904E-1 1.996520E+1 3.904570E-1 7.499900E+1 3.568502E-1 2.173160E+1 4.013390E-1 7.586900E+1 4.4724089E+00 8.1282556E+00 2.7114235E+00 1.1467134E+00
325 3.419023E-1 1.910060E+1 3.767160E-1 7.414790E+1 3.574664E-1 2.080560E+1 3.878840E-1 7.502590E+1 4.3540036E+00 8.1949091E+00 2.8792113E+00 1.1702625E+00
330 3.428874E-1 1.823480E+1 3.630200E-1 7.324680E+1 3.577983E-1 1.984670E+1 3.741570E-1 7.412500E+1 4.1674038E+00 8.1217532E+00 2.9765580E+00 1.1847555E+00
335 3.438755E-1 1.737000E+1 3.493300E-1 7.229880E+1 3.580949E-1 1.888610E+1 3.604450E-1 7.316030E+1 3.9708468E+00 8.0275970E+00 3.0836882E+00 1.1775512E+00
340 3.448466E-1 1.650590E+1 3.355910E-1 7.131330E+1 3.582220E-1 1.790870E+1 3.464330E-1 7.215420E+1 3.7338299E+00 7.8330644E+00 3.1296095E+00 1.1654207E+00
