T JscF EtaF VocF FFF JscFB EtaFB VocFB FFFB eJsc eEta eVoc eFF
290 2.262874E-1 1.502090E+1 4.250590E-1 7.808260E+1 2.548335E-1 1.744840E+1 4.357330E-1 7.856840E+1 1.1201863E+01 1.3912450E+01 2.4496653E+00 6.1831474E-01
295 2.292051E-1 1.456340E+1 4.109650E-1 7.730430E+1 2.588194E-1 1.700730E+1 4.221210E-1 7.783420E+1 1.1442071E+01 1.4369712E+01 2.6428441E+00 6.8080612E-01
300 2.320556E-1 1.408780E+1 3.967380E-1 7.650960E+1 2.620974E-1 1.649080E+1 4.082160E-1 7.706520E+1 1.1462075E+01 1.4571761E+01 2.8117467E+00 7.2094798E-01
305 2.348694E-1 1.359670E+1 3.825620E-1 7.566130E+1 2.655888E-1 1.597760E+1 3.943910E-1 7.626810E+1 1.1566527E+01 1.4901487E+01 2.9993078E+00 7.9561442E-01
310 2.376325E-1 1.309060E+1 3.683540E-1 7.477500E+1 2.687707E-1 1.542650E+1 3.805470E-1 7.541290E+1 1.1585415E+01 1.5142126E+01 3.2040720E+00 8.4587650E-01
315 2.403274E-1 1.256890E+1 3.541020E-1 7.384750E+1 2.712789E-1 1.481260E+1 3.663250E-1 7.452780E+1 1.1409476E+01 1.5147240E+01 3.3366546E+00 9.1281374E-01
320 2.430154E-1 1.203620E+1 3.399200E-1 7.285320E+1 2.738386E-1 1.419340E+1 3.522090E-1 7.357990E+1 1.1255973E+01 1.5198613E+01 3.4891215E+00 9.8763385E-01
325 2.456523E-1 1.149100E+1 3.256030E-1 7.183160E+1 2.760074E-1 1.353840E+1 3.379020E-1 7.258110E+1 1.0997930E+01 1.5122910E+01 3.6398127E+00 1.0326380E+00
330 2.482306E-1 1.093380E+1 3.113810E-1 7.072830E+1 2.775206E-1 1.283260E+1 3.233120E-1 7.151000E+1 1.0554171E+01 1.4796690E+01 3.6902435E+00 1.0931338E+00
335 2.508298E-1 1.036950E+1 2.970870E-1 6.957710E+1 2.789512E-1 1.211830E+1 3.086850E-1 7.036670E+1 1.0081118E+01 1.4431067E+01 3.7572282E+00 1.1221217E+00
340 2.533915E-1 9.796300E+0 2.828320E-1 6.834550E+1 2.799826E-1 1.137740E+1 2.938210E-1 6.915100E+1 9.4974116E+00 1.3896848E+01 3.7400322E+00 1.1648422E+00
