T JscF EtaF VocF FFF JscFB EtaFB VocFB FFFB eJsc eEta eVoc eFF
290 3.749151E-1 3.079720E+1 5.097130E-1 8.057900E+1 3.761734E-1 3.104880E+1 5.094650E-1 8.100490E+1 3.3449999E-01 8.1033728E-01 -4.8678516E-02 5.2577066E-01
295 3.751724E-1 2.983800E+1 4.971230E-1 7.999160E+1 3.764630E-1 3.010100E+1 4.970070E-1 8.043890E+1 3.4282254E-01 8.7372513E-01 -2.3339712E-02 5.5607424E-01
300 3.754062E-1 2.887750E+1 4.845510E-1 7.937580E+1 3.767052E-1 2.914700E+1 4.845330E-1 7.984340E+1 3.4483198E-01 9.2462346E-01 -3.7149173E-03 5.8564640E-01
305 3.756218E-1 2.791650E+1 4.719820E-1 7.873250E+1 3.769352E-1 2.819470E+1 4.720970E-1 7.922060E+1 3.4844185E-01 9.8671027E-01 2.4359401E-02 6.1612762E-01
310 3.758206E-1 2.695590E+1 4.593710E-1 7.806920E+1 3.771381E-1 2.724050E+1 4.596260E-1 7.857390E+1 3.4934153E-01 1.0447679E+00 5.5479890E-02 6.4232525E-01
315 3.760035E-1 2.599580E+1 4.466660E-1 7.739210E+1 3.773046E-1 2.628210E+1 4.470100E-1 7.791480E+1 3.4484075E-01 1.0893346E+00 7.6955773E-02 6.7086099E-01
320 3.761768E-1 2.503700E+1 4.339810E-1 7.668120E+1 3.774627E-1 2.532580E+1 4.344400E-1 7.721980E+1 3.4066942E-01 1.1403391E+00 1.0565325E-01 6.9748950E-01
325 3.763386E-1 2.408010E+1 4.212990E-1 7.593800E+1 3.775984E-1 2.436860E+1 4.218700E-1 7.648770E+1 3.3363489E-01 1.1839006E+00 1.3534975E-01 7.1867764E-01
330 3.764901E-1 2.312590E+1 4.085470E-1 7.517470E+1 3.777053E-1 2.340860E+1 4.092200E-1 7.572410E+1 3.2173231E-01 1.2076758E+00 1.6445922E-01 7.2552860E-01
335 3.766372E-1 2.217460E+1 3.957570E-1 7.438270E+1 3.778042E-1 2.245070E+1 3.965050E-1 7.493480E+1 3.0889016E-01 1.2298058E+00 1.8864831E-01 7.3677384E-01
340 3.767770E-1 2.122670E+1 3.829840E-1 7.355080E+1 3.778843E-1 2.149240E+1 3.837920E-1 7.409680E+1 2.9302620E-01 1.2362510E+00 2.1053070E-01 7.3687393E-01
