T JscF EtaF VocF FFF JscFB EtaFB VocFB FFFB eJsc eEta eVoc eFF
290 2.436347E-1 1.648210E+1 4.317470E-1 7.834510E+1 2.712021E-1 1.889640E+1 4.420080E-1 7.881780E+1 1.0164892E+01 1.2776508E+01 2.3214512E+00 5.9973762E-01
295 2.464094E-1 1.597170E+1 4.176500E-1 7.759780E+1 2.749284E-1 1.839980E+1 4.284350E-1 7.810460E+1 1.0373246E+01 1.3196339E+01 2.5173013E+00 6.4887343E-01
300 2.491133E-1 1.544360E+1 4.035460E-1 7.681190E+1 2.779651E-1 1.782920E+1 4.145870E-1 7.735620E+1 1.0379648E+01 1.3380297E+01 2.6631322E+00 7.0362815E-01
305 2.517756E-1 1.490080E+1 3.894730E-1 7.597810E+1 2.811992E-1 1.726280E+1 4.009210E-1 7.656090E+1 1.0463614E+01 1.3682601E+01 2.8554254E+00 7.6122407E-01
310 2.543840E-1 1.434360E+1 3.752800E-1 7.512440E+1 2.841301E-1 1.666000E+1 3.870530E-1 7.574540E+1 1.0469183E+01 1.3903962E+01 3.0417023E+00 8.1985177E-01
315 2.569219E-1 1.377170E+1 3.611720E-1 7.420630E+1 2.864135E-1 1.599580E+1 3.729860E-1 7.486700E+1 1.0296861E+01 1.3904275E+01 3.1674111E+00 8.8249830E-01
320 2.594477E-1 1.318940E+1 3.469660E-1 7.325820E+1 2.887419E-1 1.532750E+1 3.589530E-1 7.394250E+1 1.0145462E+01 1.3949437E+01 3.3394344E+00 9.2544883E-01
325 2.619201E-1 1.259530E+1 3.328000E-1 7.224790E+1 2.906992E-1 1.462500E+1 3.447050E-1 7.297470E+1 9.8999584E+00 1.3878291E+01 3.4536778E+00 9.9596161E-01
330 2.643322E-1 1.199020E+1 3.186240E-1 7.118170E+1 2.920350E-1 1.387300E+1 3.302700E-1 7.191750E+1 9.4861232E+00 1.3571686E+01 3.5262058E+00 1.0231168E+00
335 2.667587E-1 1.137880E+1 3.044080E-1 7.006340E+1 2.932933E-1 1.311350E+1 3.156550E-1 7.082300E+1 9.0471211E+00 1.3228352E+01 3.5630673E+00 1.0725329E+00
340 2.691449E-1 1.075920E+1 2.902680E-1 6.885960E+1 2.941776E-1 1.232850E+1 3.009510E-1 6.962660E+1 8.5093834E+00 1.2729042E+01 3.5497473E+00 1.1015905E+00
