Fe nFsrh nFBsrh dnsrh nF nFB dn
1.000000E+10 1.204815328E+00 1.170576763E+00 3.423856500E-02 1.174463201E+00 1.147162834E+00 2.730036700E-02
1.468000E+10 1.204883116E+00 1.170693727E+00 3.418938900E-02 1.182556706E+00 1.153968877E+00 2.858782900E-02
2.154000E+10 1.204982038E+00 1.170864770E+00 3.411726800E-02 1.190253127E+00 1.159069204E+00 3.118392300E-02
3.162000E+10 1.205126128E+00 1.171113904E+00 3.401222400E-02 1.195844754E+00 1.162868387E+00 3.297636700E-02
4.642000E+10 1.205333355E+00 1.171470524E+00 3.386283100E-02 1.198902920E+00 1.165739582E+00 3.316333800E-02
6.813000E+10 1.205633006E+00 1.171983343E+00 3.364966300E-02 1.201195200E+00 1.168012794E+00 3.318240600E-02
1.000000E+11 1.206058648E+00 1.172709134E+00 3.334951400E-02 1.203002641E+00 1.169960857E+00 3.304178400E-02
1.468000E+11 1.206657320E+00 1.173721428E+00 3.293589200E-02 1.204554617E+00 1.171817751E+00 3.273686600E-02
2.154000E+11 1.207482199E+00 1.174266999E+00 3.321520000E-02 1.206034989E+00 1.173781398E+00 3.225359100E-02
3.162000E+11 1.208592648E+00 1.175009486E+00 3.358316200E-02 1.207595271E+00 1.174653511E+00 3.294176000E-02
4.642000E+11 1.210038214E+00 1.176055746E+00 3.398246800E-02 1.209349467E+00 1.175773553E+00 3.357591400E-02
6.813000E+11 1.211844257E+00 1.177730388E+00 3.411386900E-02 1.211367409E+00 1.177292207E+00 3.407520200E-02
1.000000E+12 1.213991197E+00 1.181567556E+00 3.242364100E-02 1.213660160E+00 1.181256933E+00 3.240322700E-02
1.468000E+12 1.216322309E+00 1.184174219E+00 3.214809000E-02 1.216095323E+00 1.183955312E+00 3.214001100E-02
2.154000E+12 1.218851855E+00 1.187615043E+00 3.123681200E-02 1.218692340E+00 1.187460068E+00 3.123227200E-02
3.162000E+12 1.221312683E+00 1.190552043E+00 3.076064000E-02 1.221201199E+00 1.190457750E+00 3.074344900E-02
4.642000E+12 1.223485946E+00 1.194550395E+00 2.893555100E-02 1.223408307E+00 1.194474632E+00 2.893367500E-02
6.813000E+12 1.225992530E+00 1.198032422E+00 2.796010800E-02 1.225938543E+00 1.197940779E+00 2.799776400E-02
1.000000E+13 1.231779506E+00 1.203016265E+00 2.876324100E-02 1.231740655E+00 1.202926270E+00 2.881438500E-02
