N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 7.428000000E-06 7.090000000E-06 6.927000000E-06 6.844000000E-06
1.600000000E+01 1.252620000E-04 1.193020000E-04 1.159750000E-04 1.141350000E-04
1.700000000E+01 1.839537000E-03 1.811118000E-03 1.799178000E-03 1.808629000E-03
1.549996187E+01 3.152900000E-05 2.972300000E-05 2.869900000E-05 2.814000000E-05
1.649996187E+01 4.914290000E-04 4.771650000E-04 4.686820000E-04 4.635450000E-04
1.674996808E+01 9.607490000E-04 9.414790000E-04 9.290850000E-04 9.223240000E-04
1.624993176E+01 2.488170000E-04 2.391240000E-04 2.334910000E-04 2.304400000E-04
1.574996808E+01 6.285300000E-05 5.950300000E-05 5.765000000E-05 5.660800000E-05
1.524993176E+01 1.567200000E-05 1.477200000E-05 1.427800000E-05 1.400200000E-05
