d T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
150 290 1.299226591E+00 1.225811242E+00 7.341534900E-02 1.285492220E+00 1.223874204E+00 6.161801600E-02 1.373437100E-02 1.937038000E-03
150 295 1.299147614E+00 1.228830557E+00 7.031705700E-02 1.286840740E+00 1.226866779E+00 5.997396100E-02 1.230687400E-02 1.963778000E-03
150 300 1.300108864E+00 1.231639672E+00 6.846919200E-02 1.289098215E+00 1.229609661E+00 5.948855400E-02 1.101064900E-02 2.030011000E-03
150 305 1.301962626E+00 1.234791682E+00 6.717094400E-02 1.292036365E+00 1.232540888E+00 5.949547700E-02 9.926261000E-03 2.250794000E-03
150 310 1.304526284E+00 1.237626842E+00 6.689944200E-02 1.295404194E+00 1.235044916E+00 6.035927800E-02 9.122090000E-03 2.581926000E-03
150 315 1.307739304E+00 1.239503397E+00 6.823590700E-02 1.299089650E+00 1.236454167E+00 6.263548300E-02 8.649654000E-03 3.049230000E-03
150 320 1.311342145E+00 1.241443307E+00 6.989883800E-02 1.302807437E+00 1.237738819E+00 6.506861800E-02 8.534708000E-03 3.704488000E-03
150 325 1.314993588E+00 1.242579491E+00 7.241409700E-02 1.306199901E+00 1.238244352E+00 6.795554900E-02 8.793687000E-03 4.335139000E-03
150 330 1.318296405E+00 1.241917608E+00 7.637879700E-02 1.308865936E+00 1.236867891E+00 7.199804500E-02 9.430469000E-03 5.049717000E-03
150 335 1.321172565E+00 1.241305012E+00 7.986755300E-02 1.310735888E+00 1.235305386E+00 7.543050200E-02 1.043667700E-02 5.999626000E-03
150 340 1.322984543E+00 1.239726533E+00 8.325801000E-02 1.311208940E+00 1.232677046E+00 7.853189400E-02 1.177560300E-02 7.049487000E-03
180 290 1.293905372E+00 1.224651436E+00 6.925393600E-02 1.281603272E+00 1.222849883E+00 5.875338900E-02 1.230210000E-02 1.801553000E-03
180 295 1.293891882E+00 1.227312737E+00 6.657914500E-02 1.282910962E+00 1.225473386E+00 5.743757600E-02 1.098092000E-02 1.839351000E-03
180 300 1.295016494E+00 1.229761011E+00 6.525548300E-02 1.285197574E+00 1.227834461E+00 5.736311300E-02 9.818920000E-03 1.926550000E-03
180 305 1.297133921E+00 1.232630229E+00 6.450369200E-02 1.288243427E+00 1.230467203E+00 5.777622400E-02 8.890494000E-03 2.163026000E-03
180 310 1.300174163E+00 1.235374448E+00 6.479971500E-02 1.291909602E+00 1.232862083E+00 5.904751900E-02 8.264561000E-03 2.512365000E-03
180 315 1.303523706E+00 1.236803939E+00 6.671976700E-02 1.295545576E+00 1.233866361E+00 6.167921500E-02 7.978130000E-03 2.937578000E-03
180 320 1.307386647E+00 1.238354336E+00 6.903231100E-02 1.299338207E+00 1.234825691E+00 6.451251600E-02 8.048440000E-03 3.528645000E-03
180 325 1.310916456E+00 1.238882687E+00 7.203376900E-02 1.302433176E+00 1.234640206E+00 6.779297000E-02 8.483280000E-03 4.242481000E-03
180 330 1.314101828E+00 1.237494754E+00 7.660707400E-02 1.304819468E+00 1.232484976E+00 7.233449200E-02 9.282360000E-03 5.009778000E-03
180 335 1.316518835E+00 1.236108261E+00 8.041057400E-02 1.306091493E+00 1.230173142E+00 7.591835100E-02 1.042734200E-02 5.935119000E-03
180 340 1.317686621E+00 1.233592307E+00 8.409431400E-02 1.305798932E+00 1.226641156E+00 7.915777600E-02 1.188768900E-02 6.951151000E-03
210 290 1.291346689E+00 1.223722718E+00 6.762397100E-02 1.280103917E+00 1.222008435E+00 5.809548200E-02 1.124277200E-02 1.714283000E-03
210 295 1.291698755E+00 1.226506438E+00 6.519231700E-02 1.281678163E+00 1.224716719E+00 5.696144400E-02 1.002059200E-02 1.789719000E-03
210 300 1.293060683E+00 1.228771554E+00 6.428912900E-02 1.284078102E+00 1.226835302E+00 5.724280000E-02 8.982581000E-03 1.936252000E-03
210 305 1.295319374E+00 1.231379923E+00 6.393945100E-02 1.287123755E+00 1.229227987E+00 5.789576800E-02 8.195619000E-03 2.151936000E-03
