N_Fe Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
1.000000000E+01 1.025943775E+00 1.012589700E+00 1.117178121E+00 1.212106997E+00 1.231849588E+00 1.236448836E+00 1.234904991E+00 1.232222421E+00 1.230859081E+00
1.016672606E+01 1.025929066E+00 1.012589068E+00 1.117406723E+00 1.212176447E+00 1.231913182E+00 1.236552920E+00 1.235113226E+00 1.232667667E+00 1.231812784E+00
1.033324570E+01 1.025907553E+00 1.012588171E+00 1.117740751E+00 1.212277833E+00 1.232006053E+00 1.236704723E+00 1.235415620E+00 1.233308753E+00 1.233166291E+00
1.049996187E+01 1.025876150E+00 1.012586919E+00 1.118227755E+00 1.212425460E+00 1.232141334E+00 1.236925358E+00 1.235852369E+00 1.234223928E+00 1.235059661E+00
1.066670514E+01 1.025830422E+00 1.012585221E+00 1.118935558E+00 1.212639652E+00 1.232337741E+00 1.237244673E+00 1.236478804E+00 1.235514547E+00 1.237654993E+00
1.083333839E+01 1.025764086E+00 1.012583023E+00 1.119959612E+00 1.212948832E+00 1.232621396E+00 1.237703862E+00 1.237368086E+00 1.237303677E+00 1.241116544E+00
1.100000000E+01 1.025668381E+00 1.012580422E+00 1.121431432E+00 1.213391639E+00 1.233028267E+00 1.238358141E+00 1.238612415E+00 1.239726533E+00 1.245570735E+00
1.116672606E+01 1.025531412E+00 1.012577911E+00 1.123526397E+00 1.214019034E+00 1.233605876E+00 1.239278510E+00 1.240318959E+00 1.242906372E+00 1.251050185E+00
1.133324570E+01 1.025337701E+00 1.012576929E+00 1.126467096E+00 1.214894470E+00 1.234414447E+00 1.240550162E+00 1.242596950E+00 1.246915571E+00 1.257440475E+00
1.149996187E+01 1.025068491E+00 1.012580970E+00 1.130513010E+00 1.216090290E+00 1.235524778E+00 1.242265141E+00 1.245531958E+00 1.251728593E+00 1.264466947E+00
1.166670514E+01 1.024703898E+00 1.012597722E+00 1.135923782E+00 1.217677770E+00 1.237011230E+00 1.244505213E+00 1.249149890E+00 1.257191272E+00 1.271747175E+00
1.183333839E+01 1.024228700E+00 1.012642844E+00 1.142879371E+00 1.219708464E+00 1.238937595E+00 1.247315410E+00 1.253382749E+00 1.263034667E+00 1.278895935E+00
1.200000000E+01 1.023644573E+00 1.012745883E+00 1.151354100E+00 1.222190490E+00 1.241337308E+00 1.250674491E+00 1.258059803E+00 1.268942347E+00 1.285626346E+00
1.216672606E+01 1.022989630E+00 1.012958086E+00 1.160983617E+00 1.225070865E+00 1.244193307E+00 1.254478100E+00 1.262941263E+00 1.274640342E+00 1.291794304E+00
1.233324570E+01 1.022363685E+00 1.013359391E+00 1.171028794E+00 1.228239778E+00 1.247428061E+00 1.258552376E+00 1.267786124E+00 1.279960591E+00 1.297380449E+00
1.249996187E+01 1.021946719E+00 1.015375853E+00 1.180556978E+00 1.231560717E+00 1.250912740E+00 1.262700004E+00 1.272418507E+00 1.284850729E+00 1.302442687E+00
1.266670514E+01 1.021990365E+00 1.043161242E+00 1.188798671E+00 1.234907821E+00 1.254497282E+00 1.266757658E+00 1.276757953E+00 1.289343140E+00 1.307073276E+00
1.283333839E+01 1.022766642E+00 1.066072942E+00 1.195451855E+00 1.238186260E+00 1.258050298E+00 1.270633945E+00 1.280808398E+00 1.293514185E+00 1.311362641E+00
1.300000000E+01 1.024489831E+00 1.083082595E+00 1.200667426E+00 1.241336277E+00 1.261491030E+00 1.274312994E+00 1.284625795E+00 1.297454297E+00 1.315513801E+00
