N_B Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
1.500000000E+01 1.198007261E+00 1.198018668E+00 1.198035371E+00 1.198059840E+00 1.198095677E+00 1.198148122E+00 1.198224783E+00 1.198336648E+00 1.198499439E+00 1.198735437E+00 1.199075707E+00 1.199562613E+00 1.200266624E+00 1.201224480E+00 1.202536577E+00 1.204291632E+00 1.206576426E+00 1.209438206E+00 1.212888048E+00
1.600000000E+01 1.218448413E+00 1.218497405E+00 1.218568955E+00 1.218673358E+00 1.218825356E+00 1.219045876E+00 1.219364200E+00 1.219820412E+00 1.220467686E+00 1.221379501E+00 1.222625657E+00 1.224297644E+00 1.226479389E+00 1.229233662E+00 1.232586321E+00 1.236517373E+00 1.240966558E+00 1.245853238E+00 1.251099584E+00
1.700000000E+01 1.236633432E+00 1.237141725E+00 1.237850886E+00 1.238821449E+00 1.240117413E+00 1.241797024E+00 1.243901509E+00 1.246452078E+00 1.249429676E+00 1.252807661E+00 1.256552418E+00 1.260634356E+00 1.265039094E+00 1.269763895E+00 1.274811058E+00 1.280179892E+00 1.285863079E+00 1.291856379E+00 1.298092044E+00
1.549996187E+01 1.206569327E+00 1.206590534E+00 1.206621566E+00 1.206666995E+00 1.206733455E+00 1.206830567E+00 1.206972191E+00 1.207178135E+00 1.207476356E+00 1.207905617E+00 1.208518230E+00 1.209382163E+00 1.210580873E+00 1.212208707E+00 1.214359555E+00 1.217108572E+00 1.220491114E+00 1.224488240E+00 1.229029036E+00
1.649996187E+01 1.219158592E+00 1.219303841E+00 1.219514050E+00 1.219816602E+00 1.220248547E+00 1.220858252E+00 1.221705859E+00 1.222861071E+00 1.224397253E+00 1.226381715E+00 1.228863942E+00 1.231865683E+00 1.235377095E+00 1.239361978E+00 1.243771557E+00 1.248560174E+00 1.253693595E+00 1.259146361E+00 1.264891721E+00
1.674996808E+01 1.224414342E+00 1.224686734E+00 1.225075899E+00 1.225625903E+00 1.226391740E+00 1.227437416E+00 1.228830557E+00 1.230633346E+00 1.232891809E+00 1.235627503E+00 1.238835192E+00 1.242487993E+00 1.246548695E+00 1.250982833E+00 1.255766819E+00 1.260886925E+00 1.266331868E+00 1.272085490E+00 1.278128522E+00
1.624993176E+01 1.219078691E+00 1.219160581E+00 1.219279831E+00 1.219453029E+00 1.219703518E+00 1.220063512E+00 1.220576301E+00 1.221297874E+00 1.222296840E+00 1.223651149E+00 1.225440387E+00 1.227733654E+00 1.230575514E+00 1.233974912E+00 1.237906749E+00 1.242306470E+00 1.247114070E+00 1.252273681E+00 1.257742141E+00
1.574996808E+01 1.212853769E+00 1.212885477E+00 1.212931852E+00 1.212999668E+00 1.213098702E+00 1.213243047E+00 1.213452787E+00 1.213756184E+00 1.214192256E+00 1.214823767E+00 1.215717184E+00 1.216921239E+00 1.218545965E+00 1.220686637E+00 1.223428368E+00 1.226779523E+00 1.230740327E+00 1.235249636E+00 1.240205921E+00
1.524993176E+01 1.202546524E+00 1.202561569E+00 1.202583592E+00 1.202615849E+00 1.202663076E+00 1.202732175E+00 1.202833123E+00 1.202980318E+00 1.203194275E+00 1.203503930E+00 1.203949263E+00 1.204584019E+00 1.205477569E+00 1.206714169E+00 1.208387362E+00 1.210587239E+00 1.213380933E+00 1.216791595E+00 1.220786219E+00
