N_B Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
1.500000000E+01 1.194858484E+00 1.194874242E+00 1.194897315E+00 1.194931058E+00 1.194980348E+00 1.195052184E+00 1.195156557E+00 1.195307503E+00 1.195524386E+00 1.195833158E+00 1.196267247E+00 1.196867272E+00 1.197678943E+00 1.198748657E+00 1.200118215E+00 1.201821497E+00 1.203884855E+00 1.206327638E+00 1.209156185E+00
1.600000000E+01 1.223356138E+00 1.223397356E+00 1.223457579E+00 1.223545441E+00 1.223673306E+00 1.223872648E+00 1.224141437E+00 1.224525680E+00 1.225076871E+00 1.225831019E+00 1.226861006E+00 1.228235430E+00 1.230017714E+00 1.232255094E+00 1.234990302E+00 1.238189769E+00 1.241832960E+00 1.245848278E+00 1.250228028E+00
1.700000000E+01 1.241020620E+00 1.241596513E+00 1.242378415E+00 1.243459469E+00 1.244875857E+00 1.246687922E+00 1.248925764E+00 1.251553426E+00 1.254522198E+00 1.257759712E+00 1.261196538E+00 1.264828379E+00 1.268614949E+00 1.272609411E+00 1.276832428E+00 1.281278791E+00 1.286034504E+00 1.291107234E+00 1.296467931E+00
1.549996187E+01 1.210134813E+00 1.210151749E+00 1.210176556E+00 1.210212877E+00 1.210266013E+00 1.210343632E+00 1.210456797E+00 1.210621273E+00 1.210859273E+00 1.211201500E+00 1.211689282E+00 1.212376102E+00 1.213327466E+00 1.214617479E+00 1.216320766E+00 1.218499794E+00 1.221190521E+00 1.224392142E+00 1.228067258E+00
1.649996187E+01 1.225715805E+00 1.225853341E+00 1.226052274E+00 1.226338220E+00 1.226745546E+00 1.227318592E+00 1.228111270E+00 1.229183727E+00 1.230595144E+00 1.232393182E+00 1.234603492E+00 1.237224876E+00 1.240233157E+00 1.243592385E+00 1.247268295E+00 1.251238814E+00 1.255497471E+00 1.260048663E+00 1.264898434E+00
1.674996808E+01 1.230354400E+00 1.230631391E+00 1.231026652E+00 1.231583953E+00 1.232357061E+00 1.233406410E+00 1.234791682E+00 1.236560000E+00 1.238733424E+00 1.241302337E+00 1.244242225E+00 1.247465461E+00 1.250951125E+00 1.254702986E+00 1.258670891E+00 1.262924186E+00 1.267455759E+00 1.272282816E+00 1.277418732E+00
1.624993176E+01 1.225156615E+00 1.225229496E+00 1.225335622E+00 1.225489682E+00 1.225712239E+00 1.226031530E+00 1.226485177E+00 1.227138224E+00 1.228012770E+00 1.229188725E+00 1.230734469E+00 1.232679471E+00 1.235059187E+00 1.237893453E+00 1.241125849E+00 1.244752368E+00 1.248725625E+00 1.253009657E+00 1.257602589E+00
1.574996808E+01 1.217368724E+00 1.217393970E+00 1.217430918E+00 1.217484957E+00 1.217563877E+00 1.217678900E+00 1.217846009E+00 1.218087693E+00 1.218434944E+00 1.218929342E+00 1.219624443E+00 1.220585419E+00 1.221885514E+00 1.223592315E+00 1.225776466E+00 1.228461897E+00 1.231661732E+00 1.235336623E+00 1.239431733E+00
1.524993176E+01 1.204936492E+00 1.204949383E+00 1.204968263E+00 1.204995913E+00 1.205036377E+00 1.205095506E+00 1.205181745E+00 1.205307182E+00 1.205488891E+00 1.205750616E+00 1.206124638E+00 1.206653436E+00 1.207390531E+00 1.208399513E+00 1.209750009E+00 1.211509708E+00 1.213732422E+00 1.216444590E+00 1.219635681E+00
