T file kT1 Voc Jsc FF eta Vmpp Jmpp Wph TDD TDD1 TDD11 TDD111 d N_B
305 001_305 38.014 5.937590E-1 3.834724E+1 7.997040E+1 1.820850E+1 5.009210E-1 3.635000E+1 1.000000E+2 1.000000E+10 1.000000E+10 1.000000E+10 1.000000E+10 3.800E-4 1.000E+15
305 002_305 38.014 5.925110E-1 3.832942E+1 7.992620E+1 1.815170E+1 4.995930E-1 3.633303E+1 1.000000E+2 1.468000E+10 1.468000E+10 1.468000E+10 1.468000E+10 3.800E-4 1.000E+15
305 003_305 38.014 5.907640E-1 3.830349E+1 7.986910E+1 1.807300E+1 4.978540E-1 3.630190E+1 1.000000E+2 2.154000E+10 2.154000E+10 2.154000E+10 2.154000E+10 3.800E-4 1.000E+15
305 004_305 38.014 5.883170E-1 3.826588E+1 7.980360E+1 1.796580E+1 4.956680E-1 3.624553E+1 1.000000E+2 3.162000E+10 3.162000E+10 3.162000E+10 3.162000E+10 3.800E-4 1.000E+15
305 005_305 38.014 5.850430E-1 3.821163E+1 7.969980E+1 1.781720E+1 4.923080E-1 3.619127E+1 1.000000E+2 4.642000E+10 4.642000E+10 4.642000E+10 4.642000E+10 3.800E-4 1.000E+15
305 006_305 38.014 5.808390E-1 3.813397E+1 7.961810E+1 1.763510E+1 4.882650E-1 3.611795E+1 1.000000E+2 6.813000E+10 6.813000E+10 6.813000E+10 6.813000E+10 3.800E-4 1.000E+15
305 007_305 38.014 5.755500E-1 3.802404E+1 7.951420E+1 1.740150E+1 4.836620E-1 3.597860E+1 1.000000E+2 1.000000E+11 1.000000E+11 1.000000E+11 1.000000E+11 3.800E-4 1.000E+15
305 008_305 38.014 5.693400E-1 3.787080E+1 7.943920E+1 1.712820E+1 4.779270E-1 3.583850E+1 1.000000E+2 1.468000E+11 1.468000E+11 1.468000E+11 1.468000E+11 3.800E-4 1.000E+15
305 009_305 38.014 5.623370E-1 3.766167E+1 7.933460E+1 1.680190E+1 4.717860E-1 3.561344E+1 1.000000E+2 2.154000E+11 2.154000E+11 2.154000E+11 2.154000E+11 3.800E-4 1.000E+15
305 010_305 38.014 5.548860E-1 3.738419E+1 7.925390E+1 1.644040E+1 4.655210E-1 3.531617E+1 1.000000E+2 3.162000E+11 3.162000E+11 3.162000E+11 3.162000E+11 3.800E-4 1.000E+15
305 011_305 38.014 5.473450E-1 3.702899E+1 7.911490E+1 1.603470E+1 4.585010E-1 3.497200E+1 1.000000E+2 4.642000E+11 4.642000E+11 4.642000E+11 4.642000E+11 3.800E-4 1.000E+15
305 012_305 38.014 5.400160E-1 3.659352E+1 7.894040E+1 1.559950E+1 4.518930E-1 3.452024E+1 1.000000E+2 6.813000E+11 6.813000E+11 6.813000E+11 6.813000E+11 3.800E-4 1.000E+15
305 013_305 38.014 5.330630E-1 3.608459E+1 7.877510E+1 1.515270E+1 4.456820E-1 3.399884E+1 1.000000E+2 1.000000E+12 1.000000E+12 1.000000E+12 1.000000E+12 3.800E-4 1.000E+15
305 014_305 38.014 5.266180E-1 3.551747E+1 7.854100E+1 1.469040E+1 4.392080E-1 3.344751E+1 1.000000E+2 1.468000E+12 1.468000E+12 1.468000E+12 1.468000E+12 3.800E-4 1.000E+15
305 015_305 38.014 5.206660E-1 3.491039E+1 7.828080E+1 1.422880E+1 4.336060E-1 3.281512E+1 1.000000E+2 2.154000E+12 2.154000E+12 2.154000E+12 2.154000E+12 3.800E-4 1.000E+15
305 016_305 38.014 5.150680E-1 3.427823E+1 7.804250E+1 1.377890E+1 4.278430E-1 3.220549E+1 1.000000E+2 3.162000E+12 3.162000E+12 3.162000E+12 3.162000E+12 3.800E-4 1.000E+15
305 017_305 38.014 5.097190E-1 3.362745E+1 7.775190E+1 1.332710E+1 4.225070E-1 3.154289E+1 1.000000E+2 4.642000E+12 4.642000E+12 4.642000E+12 4.642000E+12 3.800E-4 1.000E+15
305 018_305 38.014 5.044570E-1 3.295763E+1 7.749780E+1 1.288460E+1 4.172050E-1 3.088301E+1 1.000000E+2 6.813000E+12 6.813000E+12 6.813000E+12 6.813000E+12 3.800E-4 1.000E+15
305 019_305 38.014 4.991930E-1 3.226500E+1 7.720160E+1 1.243450E+1 4.119210E-1 3.018649E+1 1.000000E+2 1.000000E+13 1.000000E+13 1.000000E+13 1.000000E+13 3.800E-4 1.000E+15
305 020_305 38.014 4.938570E-1 3.154585E+1 7.694920E+1 1.198800E+1 4.067760E-1 2.947083E+1 1.000000E+2 1.468000E+13 1.468000E+13 1.468000E+13 1.468000E+13 3.800E-4 1.000E+15
305 021_305 38.014 4.884250E-1 3.079791E+1 7.665570E+1 1.153090E+1 4.014200E-1 2.872533E+1 1.000000E+2 2.154000E+13 2.154000E+13 2.154000E+13 2.154000E+13 3.800E-4 1.000E+15
305 022_305 38.014 4.828800E-1 3.002023E+1 7.640250E+1 1.107540E+1 3.963280E-1 2.794509E+1 1.000000E+2 3.162000E+13 3.162000E+13 3.162000E+13 3.162000E+13 3.800E-4 1.000E+15
305 023_305 38.014 4.772210E-1 2.921290E+1 7.610160E+1 1.060930E+1 3.908210E-1 2.714627E+1 1.000000E+2 4.642000E+13 4.642000E+13 4.642000E+13 4.642000E+13 3.800E-4 1.000E+15
305 024_305 38.014 4.714510E-1 2.837734E+1 7.583020E+1 1.014500E+1 3.857420E-1 2.629989E+1 1.000000E+2 6.813000E+13 6.813000E+13 6.813000E+13 6.813000E+13 3.800E-4 1.000E+15
305 025_305 38.014 4.655600E-1 2.751574E+1 7.550290E+1 9.672100E+0 3.799940E-1 2.545329E+1 1.000000E+2 1.000000E+14 1.000000E+14 1.000000E+14 1.000000E+14 3.800E-4 1.000E+15
