fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
0001 15:42:38 297.1 39.02 1.000E+000 7.800E-001 2.343E-006 4.050E+003 3.102E+000 6.695E-009 2.156E-003 
0002 15:45:46 297 39.04 1.000E+000 7.800E-001 2.272E-006 4.050E+003 3.102E+000 6.611E-009 2.164E-003 
0003 15:48:52 297 39.04 1.000E+000 7.800E-001 2.312E-006 4.050E+003 3.105E+000 6.576E-009 2.113E-003 
0004 15:52:02 297 39.04 1.000E+000 7.800E-001 2.324E-006 4.050E+003 3.105E+000 6.593E-009 2.135E-003 
0005 15:55:08 296.9 39.05 1.000E+000 7.800E-001 2.265E-006 4.050E+003 3.103E+000 6.541E-009 2.094E-003 
0006 15:57:08 296.9 39.05 1.000E+000 7.800E-001 2.298E-006 4.050E+003 3.102E+000 6.539E-009 2.033E-003 
0007 15:58:56 296.9 39.05 1.000E+000 7.800E-001 2.293E-006 4.050E+003 3.102E+000 6.547E-009 2.158E-003 
0008 16:03:14 297 39.04 1.000E+000 7.800E-001 2.284E-006 4.050E+003 3.104E+000 6.560E-009 2.159E-003 
0009 16:06:22 297 39.04 1.000E+000 7.800E-001 2.325E-006 4.050E+003 3.099E+000 6.593E-009 2.079E-003 
0010 16:08:30 296.9 39.05 1.000E+000 7.800E-001 2.272E-006 4.050E+003 3.099E+000 6.551E-009 2.100E-003 
0011 16:11:28 297 39.04 1.000E+000 7.800E-001 2.256E-006 4.050E+003 3.100E+000 6.583E-009 2.061E-003 
0012 16:14:42 297 39.04 1.000E+000 7.800E-001 2.336E-006 4.050E+003 3.097E+000 6.587E-009 2.087E-003 
0013 16:17:02 297 39.04 1.000E+000 7.800E-001 2.377E-006 4.050E+003 3.094E+000 6.613E-009 2.179E-003 
