fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
0001 15:42:38 297.1 39.02 1.000E+000 7.805E-001 2.332E-006 4.105E+003 3.114E+000 6.572E-009 2.174E-003 
0002 15:45:46 297 39.04 1.000E+000 7.544E-001 2.386E-006 3.924E+003 3.079E+000 6.849E-009 2.140E-003 
0003 15:48:52 297 39.04 1.000E+000 7.819E-001 2.309E-006 3.982E+003 3.099E+000 6.645E-009 2.079E-003 
0004 15:52:02 297 39.04 1.000E+000 7.907E-001 2.283E-006 4.060E+003 3.107E+000 6.569E-009 2.123E-003 
0005 15:55:08 296.9 39.05 1.000E+000 7.629E-001 2.329E-006 4.045E+003 3.101E+000 6.554E-009 2.111E-003 
0006 15:57:08 296.9 39.05 1.000E+000 7.775E-001 2.308E-006 4.044E+003 3.101E+000 6.547E-009 2.034E-003 
0007 15:58:56 296.9 39.05 1.000E+000 7.900E-001 2.245E-006 4.113E+003 3.116E+000 6.404E-009 2.179E-003 
0008 16:03:14 297 39.04 1.000E+000 7.599E-001 2.392E-006 3.917E+003 3.074E+000 6.841E-009 2.138E-003 
0009 16:06:22 297 39.04 1.000E+000 7.981E-001 2.262E-006 4.079E+003 3.105E+000 6.530E-009 2.072E-003 
0010 16:08:30 296.9 39.05 1.000E+000 7.820E-001 2.265E-006 4.046E+003 3.098E+000 6.561E-009 2.096E-003 
0011 16:11:28 297 39.04 1.000E+000 7.573E-001 2.337E-006 4.065E+003 3.103E+000 6.551E-009 2.095E-003 
0012 16:14:42 297 39.04 1.000E+000 7.842E-001 2.323E-006 4.015E+003 3.094E+000 6.622E-009 2.058E-003 
0013 16:17:02 297 39.04 1.000E+000 8.019E-001 2.290E-006 4.071E+003 3.099E+000 6.562E-009 2.152E-003 
