fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 Iph Voc Isc Pm FF Vm Im dev 
UDL0 8:24 301.5 38.46 1.000E+000 1.271E+000 1.420E-010 1.555E+004 2.828E+000 9.036E-006 1.440E-004 2.014E-001 1.440E-004 1.193E-005 4.115E-001 1.262E-001 9.446E-005 1.520E-003 
UDL1 8:26 301.5 38.46 1.000E+000 1.279E+000 1.437E-010 1.555E+004 2.833E+000 9.134E-006 1.467E-004 2.023E-001 1.466E-004 1.223E-005 4.122E-001 1.270E-001 9.624E-005 2.138E-003 
UDL2 8:29 301.5 38.46 1.000E+000 1.275E+000 1.424E-010 1.555E+004 2.835E+000 9.173E-006 1.446E-004 2.012E-001 1.445E-004 1.195E-005 4.110E-001 1.260E-001 9.477E-005 2.460E-002 
UDL3 8:32 301.6 38.44 1.000E+000 1.271E+000 1.436E-010 1.549E+004 2.830E+000 9.169E-006 1.449E-004 2.010E-001 1.448E-004 1.197E-005 4.111E-001 1.259E-001 9.500E-005 1.736E-002 
UDL4 8:34 301.6 38.44 1.000E+000 1.275E+000 1.462E-010 1.549E+004 2.838E+000 9.240E-006 1.446E-004 2.009E-001 1.446E-004 1.193E-005 4.106E-001 1.257E-001 9.482E-005 1.674E-003 
UDL5 8:37 301.7 38.43 1.000E+000 1.304E+000 1.489E-010 1.543E+004 2.839E+000 9.296E-006 1.467E-004 2.017E-001 1.467E-004 1.217E-005 4.112E-001 1.264E-001 9.617E-005 2.890E-003 
UDL6 8:40 301.7 38.43 1.000E+000 1.270E+000 1.445E-010 1.543E+004 2.832E+000 9.220E-006 1.448E-004 2.008E-001 1.448E-004 1.195E-005 4.108E-001 1.258E-001 9.488E-005 1.017E-002 
UDL7 8:43 301.7 38.43 1.000E+000 1.289E+000 1.469E-010 1.543E+004 2.826E+000 9.126E-006 1.436E-004 2.005E-001 1.436E-004 1.183E-005 4.107E-001 1.256E-001 9.409E-005 2.805E-002 
UDL8 8:46 301.7 38.43 1.000E+000 1.284E+000 1.468E-010 1.543E+004 2.832E+000 9.222E-006 1.445E-004 2.006E-001 1.444E-004 1.190E-005 4.106E-001 1.256E-001 9.464E-005 2.464E-003 
UDL9 8:49 301.7 38.43 1.000E+000 1.321E+000 1.489E-010 1.543E+004 2.835E+000 9.194E-006 1.445E-004 2.011E-001 1.445E-004 1.193E-005 4.107E-001 1.259E-001 9.471E-005 1.123E-002 
