N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 1.166834277E+00 1.156457330E+00 1.146409708E+00 1.136793197E+00
1.016672606E+01 1.166926634E+00 1.156609899E+00 1.146641589E+00 1.137124784E+00
1.033324570E+01 1.167098321E+00 1.156832531E+00 1.146979287E+00 1.137606556E+00
1.049996187E+01 1.167290938E+00 1.157156513E+00 1.147469258E+00 1.138303231E+00
1.066670514E+01 1.167571444E+00 1.157626134E+00 1.148176375E+00 1.139303806E+00
1.083333839E+01 1.167977157E+00 1.158302933E+00 1.149189074E+00 1.140726610E+00
1.100000000E+01 1.168561638E+00 1.159270169E+00 1.150623234E+00 1.142721161E+00
1.116672606E+01 1.169416185E+00 1.160635870E+00 1.152621943E+00 1.145460775E+00
1.133324570E+01 1.170602887E+00 1.162531176E+00 1.155344734E+00 1.149117456E+00
1.149996187E+01 1.172273749E+00 1.165097917E+00 1.158937841E+00 1.153809234E+00
1.166670514E+01 1.174508247E+00 1.168458167E+00 1.163478352E+00 1.159519734E+00
1.183333839E+01 1.177459509E+00 1.172660260E+00 1.168897976E+00 1.166017430E+00
1.200000000E+01 1.181141333E+00 1.177611655E+00 1.174922548E+00 1.172840409E+00
1.216672606E+01 1.185469641E+00 1.183036452E+00 1.181092505E+00 1.179413449E+00
1.233324570E+01 1.190205584E+00 1.188516036E+00 1.186908497E+00 1.185273557E+00
1.249996187E+01 1.194996550E+00 1.193635755E+00 1.192027334E+00 1.190234591E+00
1.266670514E+01 1.199504514E+00 1.198149280E+00 1.196377460E+00 1.194379842E+00
1.283333839E+01 1.203540496E+00 1.202040524E+00 1.200082807E+00 1.197909929E+00
1.300000000E+01 1.207106033E+00 1.205442827E+00 1.203326913E+00 1.201012699E+00
