N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 1.235520413E+00 1.230197711E+00 1.225351251E+00 1.221120616E+00
1.016672606E+01 1.235602727E+00 1.230329648E+00 1.225547358E+00 1.221396349E+00
1.033324570E+01 1.235722670E+00 1.230521203E+00 1.225830944E+00 1.221793313E+00
1.049996187E+01 1.235896824E+00 1.230797966E+00 1.226238327E+00 1.222359957E+00
1.066670514E+01 1.236148456E+00 1.231194974E+00 1.226817944E+00 1.223158922E+00
1.083333839E+01 1.236509542E+00 1.231758789E+00 1.227631587E+00 1.224266449E+00
1.100000000E+01 1.237022477E+00 1.232548201E+00 1.228752677E+00 1.225766413E+00
1.116672606E+01 1.237740987E+00 1.233632087E+00 1.230258873E+00 1.227736356E+00
1.133324570E+01 1.238728294E+00 1.235081808E+00 1.232217042E+00 1.230224393E+00
1.149996187E+01 1.240050570E+00 1.236956490E+00 1.234660576E+00 1.233222599E+00
1.166670514E+01 1.241764031E+00 1.239282232E+00 1.237566701E+00 1.236650400E+00
1.183333839E+01 1.243897101E+00 1.242033412E+00 1.240847699E+00 1.240364108E+00
1.200000000E+01 1.246434212E+00 1.245128633E+00 1.244368146E+00 1.244196002E+00
1.216672606E+01 1.249312474E+00 1.248450222E+00 1.247985164E+00 1.248004693E+00
1.233324570E+01 1.252438087E+00 1.251880990E+00 1.251590887E+00 1.251709666E+00
1.249996187E+01 1.255716863E+00 1.255338755E+00 1.255135294E+00 1.255296293E+00
1.266670514E+01 1.259082867E+00 1.258791980E+00 1.258623396E+00 1.258798425E+00
1.283333839E+01 1.262511450E+00 1.262254219E+00 1.262096580E+00 1.262274453E+00
1.300000000E+01 1.266015072E+00 1.265766852E+00 1.265611745E+00 1.265788646E+00
