T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.223986476E+00 1.214975415E+00 9.011061000E-03 1.223981225E+00 1.214965221E+00 9.016004000E-03 5.251000000E-06 1.019400000E-05
295 1.220466062E+00 1.212888048E+00 7.578014000E-03 1.220461600E+00 1.212878963E+00 7.582637000E-03 4.462000000E-06 9.085000000E-06
300 1.214790887E+00 1.211188800E+00 3.602087000E-03 1.214787132E+00 1.211180717E+00 3.606415000E-03 3.755000000E-06 8.083000000E-06
305 1.204095231E+00 1.209156185E+00 -5.060954000E-03 1.204092133E+00 1.209148993E+00 -5.056860000E-03 3.098000000E-06 7.192000000E-06
310 1.183487651E+00 1.205743424E+00 -2.225577300E-02 1.183485225E+00 1.205736843E+00 -2.225161800E-02 2.426000000E-06 6.581000000E-06
315 1.145277147E+00 1.198052835E+00 -5.277568800E-02 1.145275551E+00 1.198046573E+00 -5.277102200E-02 1.596000000E-06 6.262000000E-06
320 1.080823407E+00 1.180656108E+00 -9.983270100E-02 1.080823000E+00 1.180649857E+00 -9.982685700E-02 4.069999999E-07 6.251000000E-06
325 1.026672586E+00 1.143981371E+00 -1.173087850E-01 1.026667637E+00 1.143974938E+00 -1.173073010E-01 4.949000000E-06 6.433000000E-06
330 1.027336932E+00 1.075907792E+00 -4.857086000E-02 1.027331754E+00 1.075901447E+00 -4.856969300E-02 5.178000000E-06 6.345000000E-06
335 1.030221365E+00 1.023060997E+00 7.160368000E-03 1.030215409E+00 1.023054881E+00 7.160528000E-03 5.956000000E-06 6.116000000E-06
340 1.035590459E+00 1.024489831E+00 1.110062800E-02 1.035582973E+00 1.024483498E+00 1.109947500E-02 7.486000000E-06 6.333000000E-06
