N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 5.623E+16 335 2.400E-4 1.166496773E+00 1.218394405E+00
1.468000E+10 5.623E+16 335 2.400E-4 1.182322651E+00 1.219641079E+00
2.154000E+10 5.623E+16 335 2.400E-4 1.196208675E+00 1.221388511E+00
3.162000E+10 5.623E+16 335 2.400E-4 1.209954101E+00 1.223790672E+00
4.642000E+10 5.623E+16 335 2.400E-4 1.214301120E+00 1.227005374E+00
6.813000E+10 5.623E+16 335 2.400E-4 1.222310003E+00 1.231159287E+00
1.000000E+11 5.623E+16 335 2.400E-4 1.230287262E+00 1.236295035E+00
1.468000E+11 5.623E+16 335 2.400E-4 1.238274502E+00 1.242313364E+00
2.154000E+11 5.623E+16 335 2.400E-4 1.246262532E+00 1.248955311E+00
3.162000E+11 5.623E+16 335 2.400E-4 1.255161268E+00 1.258377866E+00
4.642000E+11 5.623E+16 335 2.400E-4 1.261089909E+00 1.264939935E+00
6.813000E+11 5.623E+16 335 2.400E-4 1.267123432E+00 1.269804360E+00
1.000000E+12 5.623E+16 335 2.400E-4 1.274247551E+00 1.275257291E+00
1.468000E+12 5.623E+16 335 2.400E-4 1.279538708E+00 1.280022170E+00
2.154000E+12 5.623E+16 335 2.400E-4 1.283698407E+00 1.283924391E+00
3.162000E+12 5.623E+16 335 2.400E-4 1.287235705E+00 1.287307584E+00
4.642000E+12 5.623E+16 335 2.400E-4 1.290079611E+00 1.290420389E+00
6.813000E+12 5.623E+16 335 2.400E-4 1.292414025E+00 1.292070681E+00
1.000000E+13 5.623E+16 335 2.400E-4 1.289229310E+00 1.289284187E+00
