T Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
290 1.195977785E+00 1.196041602E+00 1.196134638E+00 1.196269887E+00 1.196465668E+00 1.196747335E+00 1.197148966E+00 1.197714508E+00 1.198497088E+00 1.199554798E+00 1.200941389E+00 1.202692592E+00 1.204814079E+00 1.207281633E+00 1.210059524E+00 1.213124938E+00 1.216474277E+00 1.220103875E+00 1.223986476E+00
295 1.182920164E+00 1.183038731E+00 1.183211450E+00 1.183462186E+00 1.183824391E+00 1.184343828E+00 1.185081013E+00 1.186111765E+00 1.187523171E+00 1.189401049E+00 1.191805649E+00 1.194738339E+00 1.198114853E+00 1.201773030E+00 1.205531727E+00 1.209272060E+00 1.212975880E+00 1.216691112E+00 1.220466062E+00
300 1.154234118E+00 1.154466608E+00 1.154805234E+00 1.155296687E+00 1.156006256E+00 1.157023044E+00 1.158464269E+00 1.160475375E+00 1.163220146E+00 1.166852052E+00 1.171459514E+00 1.176990117E+00 1.183188365E+00 1.189612408E+00 1.195774731E+00 1.201346309E+00 1.206268415E+00 1.210686061E+00 1.214790887E+00
305 1.096925553E+00 1.097359560E+00 1.097992018E+00 1.098910593E+00 1.100238235E+00 1.102143486E+00 1.104849455E+00 1.108635608E+00 1.113820651E+00 1.120708885E+00 1.129481319E+00 1.140034589E+00 1.151831276E+00 1.163904182E+00 1.175139948E+00 1.184743412E+00 1.192532278E+00 1.198826260E+00 1.204095231E+00
310 1.016905533E+00 1.016911237E+00 1.016919706E+00 1.016932340E+00 1.016951317E+00 1.016980075E+00 1.017024155E+00 1.017092646E+00 1.025234975E+00 1.036878427E+00 1.051972758E+00 1.070511318E+00 1.091679010E+00 1.113715421E+00 1.134345620E+00 1.151741910E+00 1.165303137E+00 1.175563411E+00 1.183487651E+00
315 1.017352922E+00 1.017347900E+00 1.017340699E+00 1.017330494E+00 1.017316287E+00 1.017297054E+00 1.017272198E+00 1.017242615E+00 1.017212989E+00 1.017196158E+00 1.017220515E+00 1.017340533E+00 1.017647800E+00 1.026514953E+00 1.061297028E+00 1.091410553E+00 1.114949220E+00 1.132363640E+00 1.145277147E+00
320 1.020000028E+00 1.019981215E+00 1.019953869E+00 1.019914301E+00 1.019857435E+00 1.019776522E+00 1.019663094E+00 1.019507588E+00 1.019301481E+00 1.019042292E+00 1.018743138E+00 1.018447640E+00 1.018247297E+00 1.018291237E+00 1.018772829E+00 1.019885597E+00 1.032272418E+00 1.060217848E+00 1.080823407E+00
325 1.025516310E+00 1.025479807E+00 1.025426606E+00 1.025349330E+00 1.025237628E+00 1.025077317E+00 1.024849650E+00 1.024531283E+00 1.024096085E+00 1.023520807E+00 1.022797408E+00 1.021954222E+00 1.021083563E+00 1.020362519E+00 1.020042288E+00 1.020386693E+00 1.021582908E+00 1.023690697E+00 1.026672586E+00
330 1.034819746E+00 1.034761568E+00 1.034676667E+00 1.034553101E+00 1.034373973E+00 1.034115797E+00 1.033746829E+00 1.033226009E+00 1.032503990E+00 1.031529012E+00 1.030261850E+00 1.028704284E+00 1.026940830E+00 1.025179590E+00 1.023756227E+00 1.023059775E+00 1.023389455E+00 1.024842205E+00 1.027336932E+00
335 1.048859305E+00 1.048776675E+00 1.048655981E+00 1.048480084E+00 1.048224588E+00 1.047855268E+00 1.047325187E+00 1.046572186E+00 1.045518459E+00 1.044075599E+00 1.042160843E+00 1.039731711E+00 1.036842929E+00 1.033714792E+00 1.030771648E+00 1.028581816E+00 1.027661811E+00 1.028243452E+00 1.030221365E+00
340 1.068351690E+00 1.068243992E+00 1.068086573E+00 1.067856927E+00 1.067522868E+00 1.067038943E+00 1.066342161E+00 1.065347717E+00 1.063946472E+00 1.062008030E+00 1.059396178E+00 1.056006358E+00 1.051833797E+00 1.047068619E+00 1.042181740E+00 1.037921296E+00 1.035123045E+00 1.034345243E+00 1.035590459E+00
