T Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
290 1.192200553E+00 1.192302614E+00 1.192450924E+00 1.192665532E+00 1.192974080E+00 1.193413645E+00 1.194031745E+00 1.194885247E+00 1.196035082E+00 1.197534904E+00 1.199414620E+00 1.201665763E+00 1.204241992E+00 1.207082991E+00 1.210148754E+00 1.213434229E+00 1.216951157E+00 1.220699056E+00 1.224652503E+00
295 1.176946255E+00 1.177140955E+00 1.177423613E+00 1.177831930E+00 1.178417509E+00 1.179248568E+00 1.180410528E+00 1.182001301E+00 1.184116743E+00 1.186822240E+00 1.190113189E+00 1.193882069E+00 1.197925241E+00 1.202011861E+00 1.205984275E+00 1.209812616E+00 1.213561418E+00 1.217312697E+00 1.221114381E+00
300 1.143664044E+00 1.144046670E+00 1.144602117E+00 1.145404367E+00 1.146554547E+00 1.148185994E+00 1.150464796E+00 1.153579031E+00 1.157706714E+00 1.162953390E+00 1.169263406E+00 1.176343211E+00 1.183672690E+00 1.190663477E+00 1.196902568E+00 1.202299195E+00 1.207021036E+00 1.211312193E+00 1.215358817E+00
305 1.078306877E+00 1.079008691E+00 1.080028466E+00 1.081503323E+00 1.083621803E+00 1.086634645E+00 1.090858114E+00 1.096657180E+00 1.104388334E+00 1.114279356E+00 1.126244776E+00 1.139702959E+00 1.153556691E+00 1.166497728E+00 1.177549215E+00 1.186443328E+00 1.193527057E+00 1.199359316E+00 1.204393600E+00
310 1.015050567E+00 1.015055018E+00 1.015061760E+00 1.015072096E+00 1.015088190E+00 1.015113724E+00 1.015155092E+00 1.015223518E+00 1.015338652E+00 1.026641294E+00 1.047097679E+00 1.070709457E+00 1.095586845E+00 1.119147058E+00 1.139191435E+00 1.154881966E+00 1.166739068E+00 1.175859788E+00 1.183192662E+00
315 1.015843595E+00 1.015833269E+00 1.015818473E+00 1.015797518E+00 1.015768368E+00 1.015728929E+00 1.015677902E+00 1.015616754E+00 1.015553673E+00 1.015510466E+00 1.015532645E+00 1.015700377E+00 1.016133585E+00 1.036360245E+00 1.070326316E+00 1.097244420E+00 1.117347445E+00 1.132361222E+00 1.143995376E+00
320 1.018758153E+00 1.018728533E+00 1.018685616E+00 1.018623808E+00 1.018535590E+00 1.018411336E+00 1.018239737E+00 1.018009637E+00 1.017714613E+00 1.017361987E+00 1.016987232E+00 1.016671199E+00 1.016550623E+00 1.016806630E+00 1.017623024E+00 1.019132584E+00 1.036427690E+00 1.059981601E+00 1.078127176E+00
325 1.024475287E+00 1.024420661E+00 1.024341270E+00 1.024226420E+00 1.024061394E+00 1.023826615E+00 1.023497428E+00 1.023045609E+00 1.022444589E+00 1.021681154E+00 1.020775953E+00 1.019810821E+00 1.018950383E+00 1.018433763E+00 1.018516145E+00 1.019380672E+00 1.021085766E+00 1.023592475E+00 1.026840172E+00
330 1.033932029E+00 1.033846575E+00 1.033722167E+00 1.033541738E+00 1.033281519E+00 1.032909274E+00 1.032383080E+00 1.031652060E+00 1.030661765E+00 1.029368389E+00 1.027766331E+00 1.025929335E+00 1.024051984E+00 1.022456599E+00 1.021523573E+00 1.021550498E+00 1.022636104E+00 1.024698104E+00 1.027600368E+00
335 1.048085166E+00 1.047964792E+00 1.047789328E+00 1.047534385E+00 1.047165707E+00 1.046636217E+00 1.045883363E+00 1.044828408E+00 1.043380963E+00 1.041454372E+00 1.038999173E+00 1.036058933E+00 1.032838673E+00 1.029746296E+00 1.027338693E+00 1.026131840E+00 1.026364964E+00 1.027935898E+00 1.030585895E+00
340 1.067659575E+00 1.067503307E+00 1.067275307E+00 1.066943571E+00 1.066462859E+00 1.065770387E+00 1.064781428E+00 1.063386543E+00 1.061454128E+00 1.058844934E+00 1.055448135E+00 1.051247836E+00 1.046417367E+00 1.041407120E+00 1.036947622E+00 1.033869832E+00 1.032743923E+00 1.033586930E+00 1.035993148E+00
