N_Fe N_B T d Jsc_Fe Eta_Fe Voc_Fe FF_Fe
1.000000E+10 1.000E+16 295 2.800E-4 2.917065E-1 2.891460E+1 4.934070E-1 8.035760E+1
1.468000E+10 1.000E+16 295 2.800E-4 2.909126E-1 2.880980E+1 4.930290E-1 8.034650E+1
2.154000E+10 1.000E+16 295 2.800E-4 2.897661E-1 2.865920E+1 4.924890E-1 8.033050E+1
3.162000E+10 1.000E+16 295 2.800E-4 2.881219E-1 2.844440E+1 4.917270E-1 8.030770E+1
4.642000E+10 1.000E+16 295 2.800E-4 2.857882E-1 2.814180E+1 4.906670E-1 8.027520E+1
6.813000E+10 1.000E+16 295 2.800E-4 2.825234E-1 2.772250E+1 4.891740E-1 8.023730E+1
1.000000E+11 1.000E+16 295 2.800E-4 2.780457E-1 2.713880E+1 4.871570E-1 8.014330E+1
1.468000E+11 1.000E+16 295 2.800E-4 2.720658E-1 2.639330E+1 4.846080E-1 8.007370E+1
2.154000E+11 1.000E+16 295 2.800E-4 2.643487E-1 2.545230E+1 4.815080E-1 7.998490E+1
3.162000E+11 1.000E+16 295 2.800E-4 2.547978E-1 2.431220E+1 4.777490E-1 7.988960E+1
4.642000E+11 1.000E+16 295 2.800E-4 2.435271E-1 2.298190E+1 4.734990E-1 7.972250E+1
6.813000E+11 1.000E+16 295 2.800E-4 2.308654E-1 2.153890E+1 4.688860E-1 7.958990E+1
1.000000E+12 1.000E+16 295 2.800E-4 2.172617E-1 2.000540E+1 4.638920E-1 7.939780E+1
1.468000E+12 1.000E+16 295 2.800E-4 2.031330E-1 1.845840E+1 4.587120E-1 7.923810E+1
2.154000E+12 1.000E+16 295 2.800E-4 1.887511E-1 1.689800E+1 4.532140E-1 7.901380E+1
3.162000E+12 1.000E+16 295 2.800E-4 1.742417E-1 1.536380E+1 4.474420E-1 7.882620E+1
4.642000E+12 1.000E+16 295 2.800E-4 1.596716E-1 1.383880E+1 4.413630E-1 7.854800E+1
6.813000E+12 1.000E+16 295 2.800E-4 1.451409E-1 1.234830E+1 4.348250E-1 7.826460E+1
1.000000E+13 1.000E+16 295 2.800E-4 1.308165E-1 1.091440E+1 4.279720E-1 7.798010E+1
1.468000E+13 1.000E+16 295 2.800E-4 1.169091E-1 9.542000E+0 4.207490E-1 7.759430E+1
2.154000E+13 1.000E+16 295 2.800E-4 1.036304E-1 8.258900E+0 4.130540E-1 7.717750E+1
3.162000E+13 1.000E+16 295 2.800E-4 9.116148E-2 7.083700E+0 4.050010E-1 7.674520E+1
4.642000E+13 1.000E+16 295 2.800E-4 7.963663E-2 6.013800E+0 3.965750E-1 7.616810E+1
6.813000E+13 1.000E+16 295 2.800E-4 6.913949E-2 5.058800E+0 3.877360E-1 7.548260E+1
1.000000E+14 1.000E+16 295 2.800E-4 5.970543E-2 4.217500E+0 3.784260E-1 7.466520E+1
