fname time Tem kT_1 Voc Isc Pm Vm Im FF rmsre 
L419 60405979.33 340.15 34.086 2.428637506E-01 1.565949751E-04 2.266376514E-05 1.807788863E-01 1.253683761E-04 5.959249124E-01 0.000000000E+00 
L420 60431987.992 340.07 34.094 2.444906351E-01 1.570732642E-04 2.285887145E-05 1.827272909E-01 1.250836508E-04 5.952375052E-01 0.000000000E+00 
L421 60452986.161 340.02 34.099 2.449371542E-01 1.579141819E-04 2.316085477E-05 1.829194618E-01 1.266270663E-04 5.987958489E-01 0.000000000E+00 
L422 60473986.952 339.97 34.104 2.449457240E-01 1.587689520E-04 2.327743245E-05 1.810973728E-01 1.285408482E-04 5.985488966E-01 0.000000000E+00 
L423 60494989.179 339.96 34.105 2.455014080E-01 1.598187664E-04 2.343731092E-05 1.837978435E-01 1.275294276E-04 5.973460828E-01 0.000000000E+00 
L424 60515988.71 339.95 34.106 2.465716338E-01 1.606772405E-04 2.377353763E-05 1.854327137E-01 1.281905435E-04 6.000622893E-01 0.000000000E+00 
L425 60536989.491 339.94 34.107 2.469925246E-01 1.615418666E-04 2.394908519E-05 1.841457500E-01 1.300721127E-04 6.002332132E-01 0.000000000E+00 
L426 60557990.732 339.94 34.107 2.470874850E-01 1.619392359E-04 2.401495797E-05 1.846217813E-01 1.300812497E-04 6.001765131E-01 0.000000000E+00 
L427 60579221.023 339.95 34.106 2.479052527E-01 1.626979296E-04 2.419112528E-05 1.860027057E-01 1.300483927E-04 5.997749389E-01 0.000000000E+00 
L428 60599981.744 339.94 34.107 2.477148693E-01 1.632401453E-04 2.425403436E-05 1.858331354E-01 1.305304098E-04 5.997978981E-01 0.000000000E+00 
L429 60621231.291 339.95 34.106 2.485978383E-01 1.639654805E-04 2.457379413E-05 1.868060381E-01 1.315311010E-04 6.028682905E-01 0.000000000E+00 
L430 60642217.323 339.96 34.105 2.483674476E-01 1.650517542E-04 2.461772078E-05 1.841407361E-01 1.337030919E-04 6.005276700E-01 0.000000000E+00 
L431 60663214.735 339.96 34.105 2.486885236E-01 1.657204383E-04 2.478245676E-05 1.849696246E-01 1.339882990E-04 6.013295414E-01 0.000000000E+00 
L432 60684214.844 339.99 34.102 2.494071876E-01 1.666057081E-04 2.498929730E-05 1.853445204E-01 1.348400666E-04 6.013886151E-01 0.000000000E+00 
L433 60705497.579 339.99 34.102 2.500717692E-01 1.677777516E-04 2.520569643E-05 1.874833340E-01 1.344438862E-04 6.007581411E-01 1.882256942E-17 
L434 60726373.866 340 34.101 2.500357014E-01 1.682041089E-04 2.542197913E-05 1.878945735E-01 1.352983667E-04 6.044644074E-01 0.000000000E+00 
L435 60747217.561 340 34.101 2.507809286E-01 1.690518454E-04 2.556922967E-05 1.878517941E-01 1.361222075E-04 6.031192941E-01 0.000000000E+00 
L436 60768218.949 340.02 34.099 2.508949166E-01 1.693360579E-04 2.559090778E-05 1.876304654E-01 1.363847459E-04 6.023437168E-01 0.000000000E+00 
L437 60789219.018 340 34.101 2.519925968E-01 1.699056163E-04 2.582732673E-05 1.888945517E-01 1.367288748E-04 6.032313998E-01 0.000000000E+00 
L438 60810209.61 340.01 34.1 2.515549217E-01 1.706322940E-04 2.593137990E-05 1.898689140E-01 1.365755154E-04 6.041316371E-01 0.000000000E+00 
