N_Fe Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
1.000000000E+01 1.048859305E+00 1.021021743E+00 1.012133729E+00 1.094617879E+00 1.217275732E+00 1.268957471E+00 1.296540499E+00 1.320013539E+00 1.341749487E+00
1.016672606E+01 1.048776675E+00 1.020989781E+00 1.012129158E+00 1.095272986E+00 1.217554997E+00 1.269083060E+00 1.296616884E+00 1.320076592E+00 1.341810673E+00
1.033324570E+01 1.048655981E+00 1.020943227E+00 1.012122598E+00 1.096227332E+00 1.217961278E+00 1.269265848E+00 1.296728189E+00 1.320168550E+00 1.341899932E+00
1.049996187E+01 1.048480084E+00 1.020875662E+00 1.012113286E+00 1.097612701E+00 1.218549951E+00 1.269530828E+00 1.296889823E+00 1.320302278E+00 1.342029819E+00
1.066670514E+01 1.048224588E+00 1.020778120E+00 1.012100290E+00 1.099613471E+00 1.219397756E+00 1.269912790E+00 1.297123419E+00 1.320495942E+00 1.342218046E+00
1.083333839E+01 1.047855268E+00 1.020638387E+00 1.012082621E+00 1.102481392E+00 1.220608311E+00 1.270458904E+00 1.297458744E+00 1.320774700E+00 1.342489316E+00
1.100000000E+01 1.047325187E+00 1.020440479E+00 1.012059603E+00 1.106547765E+00 1.222315467E+00 1.271230719E+00 1.297935343E+00 1.321172565E+00 1.342877106E+00
1.116672606E+01 1.046572186E+00 1.020164815E+00 1.012031753E+00 1.112223120E+00 1.224680755E+00 1.272303815E+00 1.298603576E+00 1.321733687E+00 1.343425335E+00
1.133324570E+01 1.045518459E+00 1.019790162E+00 1.012002651E+00 1.119966635E+00 1.227877484E+00 1.273762491E+00 1.299523137E+00 1.322512293E+00 1.344188621E+00
1.149996187E+01 1.044075599E+00 1.019299099E+00 1.011982441E+00 1.130197996E+00 1.232052936E+00 1.275686158E+00 1.300757627E+00 1.323569645E+00 1.345229975E+00
1.166670514E+01 1.042160843E+00 1.018689314E+00 1.011993594E+00 1.143126358E+00 1.237264024E+00 1.278125904E+00 1.302363668E+00 1.324966653E+00 1.346614621E+00
1.183333839E+01 1.039731711E+00 1.017992007E+00 1.012078679E+00 1.158510616E+00 1.243401187E+00 1.281076691E+00 1.304375900E+00 1.326752261E+00 1.348399269E+00
1.200000000E+01 1.036842929E+00 1.017294107E+00 1.012307701E+00 1.175464185E+00 1.250146665E+00 1.284460536E+00 1.306793664E+00 1.328950543E+00 1.350619730E+00
1.216672606E+01 1.033714792E+00 1.016751525E+00 1.035743090E+00 1.192524727E+00 1.257029564E+00 1.288139673E+00 1.309577556E+00 1.331552852E+00 1.353281861E+00
1.233324570E+01 1.030771648E+00 1.016573569E+00 1.073756799E+00 1.208132560E+00 1.263588340E+00 1.291961262E+00 1.312660352E+00 1.334520200E+00 1.356361217E+00
1.249996187E+01 1.028581816E+00 1.016967778E+00 1.106531292E+00 1.221286362E+00 1.269543485E+00 1.295806359E+00 1.315966920E+00 1.337796122E+00 1.359812204E+00
1.266670514E+01 1.027661811E+00 1.018072101E+00 1.132351364E+00 1.231852720E+00 1.274849687E+00 1.299611404E+00 1.319433050E+00 1.341323831E+00 1.363582728E+00
1.283333839E+01 1.028243452E+00 1.019925650E+00 1.151910267E+00 1.240313641E+00 1.279613005E+00 1.303359665E+00 1.323017286E+00 1.345060715E+00 1.367628321E+00
1.300000000E+01 1.030221365E+00 1.022500604E+00 1.166940753E+00 1.247296336E+00 1.283978072E+00 1.307064308E+00 1.326704741E+00 1.348985451E+00 1.371920177E+00
