N_B Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
1.500000000E+01 1.048085166E+00 1.047964792E+00 1.047789328E+00 1.047534385E+00 1.047165707E+00 1.046636217E+00 1.045883363E+00 1.044828408E+00 1.043380963E+00 1.041454372E+00 1.038999173E+00 1.036058933E+00 1.032838673E+00 1.029746296E+00 1.027338693E+00 1.026131840E+00 1.026364964E+00 1.027935898E+00 1.030585895E+00
1.600000000E+01 1.204366262E+00 1.204819715E+00 1.205476993E+00 1.206424173E+00 1.207777735E+00 1.209688822E+00 1.212341011E+00 1.215933546E+00 1.220639753E+00 1.226534700E+00 1.233506098E+00 1.241199254E+00 1.249069997E+00 1.256566176E+00 1.263334473E+00 1.269296052E+00 1.274560220E+00 1.279292120E+00 1.283638093E+00
1.700000000E+01 1.337973367E+00 1.338063801E+00 1.338195396E+00 1.338386071E+00 1.338660821E+00 1.339053561E+00 1.339608553E+00 1.340380779E+00 1.341433231E+00 1.342829934E+00 1.344624478E+00 1.346846465E+00 1.349492333E+00 1.352526717E+00 1.355895133E+00 1.359541897E+00 1.363425132E+00 1.367523403E+00 1.371832884E+00
1.549996187E+01 1.011100587E+00 1.011091746E+00 1.011079080E+00 1.011061150E+00 1.011036216E+00 1.011002492E+00 1.010958851E+00 1.010906447E+00 1.010851894E+00 1.010812629E+00 1.010824349E+00 1.010948283E+00 1.011273042E+00 1.044691914E+00 1.081127413E+00 1.110238631E+00 1.132484501E+00 1.149662910E+00 1.163444434E+00
1.649996187E+01 1.292106408E+00 1.292228794E+00 1.292406509E+00 1.292663373E+00 1.293032078E+00 1.293556119E+00 1.294290819E+00 1.295301554E+00 1.296657522E+00 1.298419040E+00 1.300619904E+00 1.303251186E+00 1.306256705E+00 1.309546272E+00 1.313021129E+00 1.316599050E+00 1.320229654E+00 1.323898192E+00 1.327619797E+00
1.674996808E+01 1.314759826E+00 1.314857499E+00 1.314999532E+00 1.315205214E+00 1.315501200E+00 1.315923517E+00 1.316518835E+00 1.317344225E+00 1.318463510E+00 1.319938874E+00 1.321817397E+00 1.324116360E+00 1.326814478E+00 1.329856060E+00 1.333168115E+00 1.336682541E+00 1.340353241E+00 1.344162696E+00 1.348117801E+00
1.624993176E+01 1.261752061E+00 1.261956724E+00 1.262253479E+00 1.262681375E+00 1.263293428E+00 1.264158923E+00 1.265363158E+00 1.267001596E+00 1.269164473E+00 1.271909979E+00 1.275231169E+00 1.279034496E+00 1.283152105E+00 1.287393219E+00 1.291604185E+00 1.295698632E+00 1.299650740E+00 1.303475015E+00 1.307210385E+00
1.574996808E+01 1.067248985E+00 1.068275644E+00 1.069766949E+00 1.071922728E+00 1.075017064E+00 1.079413031E+00 1.085565390E+00 1.093992225E+00 1.105185040E+00 1.119426179E+00 1.136518826E+00 1.155543175E+00 1.174886038E+00 1.192742233E+00 1.207875227E+00 1.220035193E+00 1.229720800E+00 1.237640800E+00 1.244350090E+00
1.524993176E+01 1.020170953E+00 1.020123276E+00 1.020054041E+00 1.019954001E+00 1.019810508E+00 1.019606883E+00 1.019322440E+00 1.018934154E+00 1.018421731E+00 1.017778353E+00 1.017028555E+00 1.016250276E+00 1.015588963E+00 1.015244029E+00 1.015415937E+00 1.016238869E+00 1.017749717E+00 1.019917940E+00 1.022704859E+00
