N_Fe Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
1.000000000E+01 1.756680500E-02 -7.672120700E-02 -1.759910260E-01 -6.597018600E-02 4.869708000E-03 3.532608500E-02 5.344975200E-02 6.233301600E-02 6.534719000E-02
1.016672606E+01 1.786502000E-02 -7.689796900E-02 -1.778584330E-01 -6.739177700E-02 4.468321000E-03 3.607006100E-02 5.583089900E-02 6.683789100E-02 7.239547300E-02
1.033324570E+01 1.800911300E-02 -7.723380400E-02 -1.792147500E-01 -6.799813000E-02 4.293670000E-03 3.662202500E-02 5.754240400E-02 7.098723400E-02 7.716637600E-02
1.049996187E+01 1.801633200E-02 -7.781216100E-02 -1.802524800E-01 -6.780007600E-02 4.360931000E-03 3.703124400E-02 5.867640100E-02 7.270375000E-02 7.947548800E-02
1.066670514E+01 1.788834300E-02 -7.873057500E-02 -1.811197090E-01 -6.674670000E-02 4.694964000E-03 3.732883400E-02 5.928774200E-02 7.344026300E-02 8.057244900E-02
1.083333839E+01 1.761125500E-02 -8.011757400E-02 -1.819370800E-01 -6.471855100E-02 5.335341000E-03 3.753512200E-02 5.939989900E-02 7.339009100E-02 7.970060900E-02
1.100000000E+01 1.715610500E-02 -8.214590800E-02 -1.828104350E-01 -6.153282300E-02 6.335122000E-03 3.766377000E-02 5.902039200E-02 7.233449200E-02 7.810501600E-02
1.116672606E+01 1.648074200E-02 -8.503992200E-02 -1.838385930E-01 -5.697016900E-02 7.751012000E-03 3.772294800E-02 5.816104900E-02 7.052082000E-02 7.545674200E-02
1.133324570E+01 1.553550000E-02 -8.907054200E-02 -1.851137620E-01 -5.083946700E-02 9.620736000E-03 3.771527500E-02 5.686204400E-02 6.802845100E-02 7.216354300E-02
1.149996187E+01 1.427643100E-02 -9.452479100E-02 -1.792718710E-01 -4.309152400E-02 1.192721300E-02 3.763885500E-02 5.521537900E-02 6.514159500E-02 6.868052000E-02
1.166670514E+01 1.268998900E-02 -1.016317410E-01 -1.570604490E-01 -3.396632400E-02 1.455975000E-02 3.749068200E-02 5.337576300E-02 6.220644900E-02 6.542405000E-02
1.183333839E+01 1.082863700E-02 -1.104326340E-01 -1.316282200E-01 -2.409677600E-02 1.730010100E-02 3.727466200E-02 5.154333800E-02 5.955154600E-02 6.269351100E-02
1.200000000E+01 8.843776000E-03 -1.206158720E-01 -1.052315010E-01 -1.443850600E-02 1.986752400E-02 3.701173100E-02 4.991687200E-02 5.740848600E-02 6.064124800E-02
1.216672606E+01 6.982795000E-03 -1.314067380E-01 -8.079008400E-02 -5.957845000E-03 2.202203500E-02 3.674483300E-02 4.863969500E-02 5.587557500E-02 5.929166300E-02
1.233324570E+01 5.513311000E-03 -1.416636350E-01 -6.062832100E-02 7.640390000E-04 2.366215400E-02 3.652924700E-02 4.776940600E-02 5.493513900E-02 5.858453200E-02
1.249996187E+01 4.588338000E-03 -1.502391740E-01 -4.543180800E-02 5.701427000E-03 2.483805600E-02 3.641051800E-02 4.728507900E-02 5.450098900E-02 5.841767000E-02
1.266670514E+01 -9.805649000E-03 -1.354295280E-01 -3.444882400E-02 9.213805000E-03 2.567894400E-02 3.640651600E-02 4.711988700E-02 5.446550700E-02 5.867207100E-02
1.283333839E+01 -2.941388000E-02 -1.170862870E-01 -2.640841200E-02 1.174405600E-02 2.630848600E-02 3.650712700E-02 4.719637600E-02 5.472957800E-02 5.914283300E-02
1.300000000E+01 -4.213558500E-02 -1.024816300E-01 -2.029124800E-02 1.363026000E-02 2.680578400E-02 3.668798400E-02 4.744838600E-02 5.518590100E-02 5.996034700E-02
