N_B Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
1.500000000E+01 3.775509400E-02 3.905031400E-02 3.990010000E-02 4.036459300E-02 4.048110700E-02 4.025682100E-02 3.966565700E-02 3.864838800E-02 3.711779500E-02 3.497376700E-02 3.213602600E-02 2.860050600E-02 2.451580700E-02 2.024684600E-02 1.635931700E-02 1.344682500E-02 1.181849400E-02 1.128340000E-02 1.133757600E-02
1.600000000E+01 -5.561112900E-02 -5.802968100E-02 -5.940925700E-02 -5.978164200E-02 -5.912788900E-02 -5.736212600E-02 -5.433366700E-02 -4.985607700E-02 -4.377701500E-02 -3.609757000E-02 -2.711904800E-02 -1.753002300E-02 -8.303007000E-03 -3.546080000E-04 5.836795000E-03 1.034716400E-02 1.358852300E-02 1.600152800E-02 1.789134000E-02
1.700000000E+01 6.392839000E-02 7.410358000E-02 8.238078300E-02 8.827334700E-02 9.162931600E-02 9.253519700E-02 9.124865000E-02 8.818169100E-02 8.389158600E-02 7.902486900E-02 7.420184700E-02 6.989283700E-02 6.635425700E-02 6.364739700E-02 6.170889800E-02 6.042436400E-02 5.965912800E-02 5.931599700E-02 5.930803900E-02
1.549996187E+01 -8.410753000E-02 -8.473262900E-02 -8.540138600E-02 -8.625957500E-02 -8.745377800E-02 -8.915380000E-02 -9.156970100E-02 -9.495977500E-02 -9.962004200E-02 -1.058403520E-01 -1.138090860E-01 -1.234619370E-01 -1.343212070E-01 -1.454481810E-01 -1.556555130E-01 -1.577148070E-01 -1.334443340E-01 -1.145479830E-01 -9.917433500E-02
1.649996187E+01 4.932226500E-02 5.255987200E-02 5.494965200E-02 5.659521100E-02 5.759485100E-02 5.802302100E-02 5.792923100E-02 5.734987400E-02 5.632737600E-02 5.493335100E-02 5.328632600E-02 5.154898800E-02 4.989931600E-02 4.848596900E-02 4.739257800E-02 4.662989000E-02 4.615742600E-02 4.591673100E-02 4.585651000E-02
1.674996808E+01 6.176021900E-02 6.846392000E-02 7.362191300E-02 7.719293200E-02 7.924077800E-02 7.986075300E-02 7.915777600E-02 7.726931200E-02 7.441048700E-02 7.090401900E-02 6.715973800E-02 6.359358300E-02 6.052369600E-02 5.810619000E-02 5.634452000E-02 5.515046300E-02 5.441065000E-02 5.402681000E-02 5.390961800E-02
1.624993176E+01 1.816522700E-02 1.843198700E-02 1.869104700E-02 1.901071600E-02 1.944844400E-02 2.005865900E-02 2.089477600E-02 2.200256100E-02 2.340252600E-02 2.506307400E-02 2.687615800E-02 2.866059900E-02 3.021633800E-02 3.141351700E-02 3.225046600E-02 3.282768800E-02 3.326738500E-02 3.365341700E-02 3.402291600E-02
1.574996808E+01 -1.784805750E-01 -1.821935710E-01 -1.848854070E-01 -1.868952180E-01 -1.884924070E-01 -1.898936270E-01 -1.912804780E-01 -1.928118420E-01 -1.933697080E-01 -1.752998560E-01 -1.529933600E-01 -1.275938520E-01 -1.014313790E-01 -7.739681400E-02 -5.765993600E-02 -4.276149800E-02 -3.187041700E-02 -2.374488000E-02 -1.740148600E-02
1.524993176E+01 1.419994800E-02 1.466156200E-02 1.493482900E-02 1.504925800E-02 1.501581900E-02 1.483072400E-02 1.447666700E-02 1.392421800E-02 1.313830400E-02 1.209096300E-02 1.078351400E-02 9.275472000E-03 7.705959000E-03 6.278262000E-03 5.187868000E-03 1.907510000E-03 -2.232027900E-02 -3.950588600E-02 -5.046428500E-02
