N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.023049090E+00 1.021541502E+00 1.020841555E+00 1.020582036E+00
1.600000000E+01 1.273519118E+00 1.273211746E+00 1.271261860E+00 1.272247392E+00
1.700000000E+01 1.354841716E+00 1.354585197E+00 1.353969962E+00 1.354272182E+00
1.549996187E+01 1.169143940E+00 1.170276977E+00 1.171351473E+00 1.170811391E+00
1.649996187E+01 1.312797962E+00 1.313427960E+00 1.313266336E+00 1.313218995E+00
1.674996808E+01 1.333604556E+00 1.332527185E+00 1.332919831E+00 1.332697807E+00
1.624993176E+01 1.294589258E+00 1.294470094E+00 1.294203694E+00 1.293762613E+00
1.574996808E+01 1.240838063E+00 1.240632612E+00 1.240188091E+00 1.240404337E+00
1.524993176E+01 1.016616827E+00 1.016051176E+00 1.015800238E+00 1.015703097E+00
