N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.027331754E+00 1.027595351E+00 1.027985600E+00 1.028394724E+00
1.600000000E+01 1.285379843E+00 1.285216479E+00 1.283313136E+00 1.284316826E+00
1.700000000E+01 1.368227115E+00 1.368133282E+00 1.367605246E+00 1.367933856E+00
1.549996187E+01 1.207545362E+00 1.204891409E+00 1.203731749E+00 1.201869027E+00
1.649996187E+01 1.323723940E+00 1.324627048E+00 1.324580493E+00 1.324601387E+00
1.674996808E+01 1.345536462E+00 1.344688972E+00 1.345174614E+00 1.344997766E+00
1.624993176E+01 1.305200144E+00 1.305366548E+00 1.305232279E+00 1.304851691E+00
1.574996808E+01 1.258670132E+00 1.257811937E+00 1.256961836E+00 1.256938160E+00
1.524993176E+01 1.086294334E+00 1.083171798E+00 1.078423466E+00 1.072891720E+00
