T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.238530950E+00 1.212669796E+00 2.586115400E-02 1.238371333E+00 1.212519160E+00 2.585217300E-02 1.596170000E-04 1.506360000E-04
295 1.239671524E+00 1.213738983E+00 2.593254100E-02 1.239530799E+00 1.213600099E+00 2.593070000E-02 1.407250000E-04 1.388840000E-04
300 1.241018206E+00 1.215491038E+00 2.552716800E-02 1.240890748E+00 1.215357028E+00 2.553372000E-02 1.274580000E-04 1.340100000E-04
305 1.242243982E+00 1.217520582E+00 2.472340000E-02 1.242124197E+00 1.217389155E+00 2.473504200E-02 1.197850000E-04 1.314270000E-04
310 1.242626592E+00 1.219658916E+00 2.296767600E-02 1.242509444E+00 1.219522402E+00 2.298704200E-02 1.171480000E-04 1.365140000E-04
315 1.241018857E+00 1.221281537E+00 1.973732000E-02 1.240901188E+00 1.221139304E+00 1.976188400E-02 1.176690000E-04 1.422330000E-04
320 1.235836616E+00 1.222904371E+00 1.293224500E-02 1.235717938E+00 1.222750252E+00 1.296768600E-02 1.186780000E-04 1.541190000E-04
325 1.223861872E+00 1.223644306E+00 2.175660000E-04 1.223747684E+00 1.223470793E+00 2.768910000E-04 1.141880000E-04 1.735130000E-04
330 1.200293981E+00 1.222513145E+00 -2.221916400E-02 1.200199752E+00 1.222317151E+00 -2.211739900E-02 9.422900000E-05 1.959940000E-04
335 1.158059549E+00 1.218799023E+00 -6.073947400E-02 1.158016419E+00 1.218578095E+00 -6.056167600E-02 4.313000000E-05 2.209280000E-04
340 1.089092140E+00 1.208903141E+00 -1.198110010E-01 1.089146845E+00 1.208664037E+00 -1.195171920E-01 -5.470500000E-05 2.391040000E-04
