Fe nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
1.000000E+10 1.218514074E+00 1.198501856E+00 2.001221800E-02 1.215455744E+00 1.194477650E+00 2.097809400E-02 3.058330000E-03 4.024206000E-03
1.468000E+10 1.218607935E+00 1.198550382E+00 2.005755300E-02 1.216467373E+00 1.195691853E+00 2.077552000E-02 2.140562000E-03 2.858529000E-03
2.154000E+10 1.218743996E+00 1.198621255E+00 2.012274100E-02 1.217254441E+00 1.196609881E+00 2.064456000E-02 1.489555000E-03 2.011374000E-03
3.162000E+10 1.218940197E+00 1.198724599E+00 2.021559800E-02 1.217907448E+00 1.197318694E+00 2.058875400E-02 1.032749000E-03 1.405905000E-03
4.642000E+10 1.219220983E+00 1.198874876E+00 2.034610700E-02 1.218506065E+00 1.197895995E+00 2.061007000E-02 7.149180000E-04 9.788810000E-04
6.813000E+10 1.219618581E+00 1.199092540E+00 2.052604100E-02 1.219123381E+00 1.198411811E+00 2.071157000E-02 4.952000000E-04 6.807290000E-04
1.000000E+11 1.220173527E+00 1.199405969E+00 2.076755800E-02 1.219829489E+00 1.198931870E+00 2.089761900E-02 3.440380000E-04 4.740990000E-04
1.468000E+11 1.220933612E+00 1.199853625E+00 2.107998700E-02 1.220693171E+00 1.199521949E+00 2.117122200E-02 2.404410000E-04 3.316760000E-04
2.154000E+11 1.221950403E+00 1.200485796E+00 2.146460700E-02 1.221780748E+00 1.200251911E+00 2.152883700E-02 1.696550000E-04 2.338850000E-04
3.162000E+11 1.223273569E+00 1.201365085E+00 2.190848400E-02 1.223152137E+00 1.201198137E+00 2.195400000E-02 1.214320000E-04 1.669480000E-04
4.642000E+11 1.224944742E+00 1.202564136E+00 2.238060600E-02 1.224856091E+00 1.202442913E+00 2.241317800E-02 8.865100000E-05 1.212230000E-04
6.813000E+11 1.226993749E+00 1.204159323E+00 2.283442600E-02 1.226927362E+00 1.204069290E+00 2.285807200E-02 6.638700000E-05 9.003300000E-05
1.000000E+12 1.229437827E+00 1.206219906E+00 2.321792100E-02 1.229386595E+00 1.206151173E+00 2.323542200E-02 5.123200000E-05 6.873300000E-05
1.468000E+12 1.232281042E+00 1.208794435E+00 2.348660700E-02 1.232240237E+00 1.208740336E+00 2.349990100E-02 4.080500000E-05 5.409900000E-05
2.154000E+12 1.235512098E+00 1.211897739E+00 2.361435900E-02 1.235478614E+00 1.211853796E+00 2.362481800E-02 3.348400000E-05 4.394300000E-05
3.162000E+12 1.239104167E+00 1.215505933E+00 2.359823400E-02 1.239076027E+00 1.215469386E+00 2.360664100E-02 2.814000000E-05 3.654700000E-05
4.642000E+12 1.243021508E+00 1.219579714E+00 2.344179400E-02 1.242997469E+00 1.219548736E+00 2.344873300E-02 2.403900000E-05 3.097800000E-05
6.813000E+12 1.247229799E+00 1.224048796E+00 2.318100300E-02 1.247209074E+00 1.224022224E+00 2.318685000E-02 2.072500000E-05 2.657200000E-05
1.000000E+13 1.251701435E+00 1.228858085E+00 2.284335000E-02 1.251683516E+00 1.228835185E+00 2.284833100E-02 1.791900000E-05 2.290000000E-05
