N_Fe N_B T d Jsc_FeB Eta_FeB Voc_FeB FF_FeB
1.000000E+10 1.000E+17 290 3.800E-4 3.553447E+1 1.865700E+1 6.277830E-1 8.363390E+1
1.468000E+10 1.000E+17 290 3.800E-4 3.524729E+1 1.849140E+1 6.273290E-1 8.362730E+1
2.154000E+10 1.000E+17 290 3.800E-4 3.488781E+1 1.828400E+1 6.267510E-1 8.361830E+1
3.162000E+10 1.000E+17 290 3.800E-4 3.445553E+1 1.803430E+1 6.260370E-1 8.360650E+1
4.642000E+10 1.000E+17 290 3.800E-4 3.395565E+1 1.774510E+1 6.251820E-1 8.359110E+1
6.813000E+10 1.000E+17 290 3.800E-4 3.339660E+1 1.742090E+1 6.241820E-1 8.357130E+1
1.000000E+11 1.000E+17 290 3.800E-4 3.278639E+1 1.705860E+1 6.230330E-1 8.351020E+1
1.468000E+11 1.000E+17 290 3.800E-4 3.213025E+1 1.667590E+1 6.217210E-1 8.347960E+1
2.154000E+11 1.000E+17 290 3.800E-4 3.143044E+1 1.626700E+1 6.202320E-1 8.344530E+1
3.162000E+11 1.000E+17 290 3.800E-4 3.068742E+1 1.583180E+1 6.184570E-1 8.341830E+1
4.642000E+11 1.000E+17 290 3.800E-4 2.990109E+1 1.537040E+1 6.164650E-1 8.338550E+1
6.813000E+11 1.000E+17 290 3.800E-4 2.907143E+1 1.488260E+1 6.142580E-1 8.334140E+1
1.000000E+12 1.000E+17 290 3.800E-4 2.819898E+1 1.436210E+1 6.118200E-1 8.324570E+1
1.468000E+12 1.000E+17 290 3.800E-4 2.728504E+1 1.382440E+1 6.090760E-1 8.318580E+1
2.154000E+12 1.000E+17 290 3.800E-4 2.633180E+1 1.326460E+1 6.059760E-1 8.313010E+1
3.162000E+12 1.000E+17 290 3.800E-4 2.534242E+1 1.267870E+1 6.026500E-1 8.301590E+1
4.642000E+12 1.000E+17 290 3.800E-4 2.432109E+1 1.208140E+1 5.990210E-1 8.292600E+1
6.813000E+12 1.000E+17 290 3.800E-4 2.327298E+1 1.147200E+1 5.950130E-1 8.284410E+1
1.000000E+13 1.000E+17 290 3.800E-4 2.220418E+1 1.084800E+1 5.908210E-1 8.269150E+1
1.468000E+13 1.000E+17 290 3.800E-4 2.112161E+1 1.022590E+1 5.862170E-1 8.258790E+1
2.154000E+13 1.000E+17 290 3.800E-4 2.003286E+1 9.600100E+0 5.814490E-1 8.241790E+1
3.162000E+13 1.000E+17 290 3.800E-4 1.894602E+1 8.984900E+0 5.763300E-1 8.228580E+1
4.642000E+13 1.000E+17 290 3.800E-4 1.786944E+1 8.377100E+0 5.710750E-1 8.208950E+1
6.813000E+13 1.000E+17 290 3.800E-4 1.681151E+1 7.789100E+0 5.654890E-1 8.193300E+1
1.000000E+14 1.000E+17 290 3.800E-4 1.578038E+1 7.218100E+0 5.598440E-1 8.170260E+1
