T d154 d184 d214 d244
d 150 180 210 240
290 4.577285000E-03 3.776622000E-03 3.234451000E-03 2.851441000E-03
295 4.096425000E-03 3.437311000E-03 2.994325000E-03 2.685346000E-03
300 3.793086000E-03 3.257487000E-03 2.903860000E-03 2.660526000E-03
305 3.658668000E-03 3.233046000E-03 2.950877000E-03 2.761737000E-03
310 3.670513000E-03 3.326369000E-03 3.104998000E-03 2.952705000E-03
315 3.771767000E-03 3.486926000E-03 3.290619000E-03 3.157337000E-03
320 3.842760000E-03 3.578432000E-03 3.378112000E-03 3.228190000E-03
325 3.663385000E-03 3.355827000E-03 3.099330000E-03 2.886967000E-03
330 2.837163000E-03 2.413514000E-03 2.042430000E-03 1.720683000E-03
335 8.564520000E-04 2.536580000E-04 -2.095340000E-04 -6.250550000E-04
340 1.563960000E-03 1.216200000E-03 9.968560000E-04 8.409310000E-04
