N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.025156182E+00 1.022438234E+00 1.020526142E+00 1.019251527E+00
1.600000000E+01 1.264652923E+00 1.263878710E+00 1.261722668E+00 1.262602186E+00
1.700000000E+01 1.347410817E+00 1.346724376E+00 1.345851919E+00 1.346013348E+00
1.549996187E+01 1.123750558E+00 1.127961423E+00 1.132883968E+00 1.135706197E+00
1.649996187E+01 1.306646230E+00 1.306669503E+00 1.306133846E+00 1.305851194E+00
1.674996808E+01 1.327044062E+00 1.325440091E+00 1.325516862E+00 1.325109537E+00
1.624993176E+01 1.288084025E+00 1.287330390E+00 1.286669206E+00 1.285986262E+00
1.574996808E+01 1.223119178E+00 1.223312214E+00 1.223581073E+00 1.224441526E+00
1.524993176E+01 1.015194864E+00 1.014013961E+00 1.013258098E+00 1.012784239E+00
