N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.163900749E+00 1.166493635E+00 1.168224630E+00 1.168026863E+00
1.600000000E+01 1.262942451E+00 1.261998230E+00 1.261230795E+00 1.260517708E+00
1.700000000E+01 1.333566270E+00 1.332760579E+00 1.331015811E+00 1.331606401E+00
1.549996187E+01 1.234353460E+00 1.232548383E+00 1.232879870E+00 1.232502726E+00
1.649996187E+01 1.293932163E+00 1.292536896E+00 1.292378186E+00 1.292296912E+00
1.674996808E+01 1.312779973E+00 1.310423412E+00 1.310717122E+00 1.310876341E+00
1.624993176E+01 1.277244736E+00 1.276476984E+00 1.276157954E+00 1.276054056E+00
1.574996808E+01 1.249262735E+00 1.248433691E+00 1.247119339E+00 1.247123262E+00
1.524993176E+01 1.212264757E+00 1.211907365E+00 1.212074422E+00 1.211984371E+00
