fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
0T01 9:43:00 287.8 40.29 1.000E+000 4.100E-001 2.527E-006 1.300E+004 2.766E+000 6.547E-009 1.422E-003 
0T02 9:51:32 287.9 40.27 1.000E+000 4.100E-001 2.402E-006 1.300E+004 2.768E+000 6.613E-009 2.215E-003 
0T03 10:11:12 294.9 39.32 1.000E+000 4.100E-001 2.353E-006 1.300E+004 2.771E+000 8.193E-009 1.670E-003 
0T04 10:26:54 294.9 39.32 1.000E+000 4.100E-001 2.318E-006 1.300E+004 2.772E+000 8.267E-009 1.220E-003 
0T05 10:30:24 294.9 39.32 1.000E+000 4.100E-001 2.551E-006 1.300E+004 2.767E+000 8.312E-009 1.671E-003 
0T11 11:14:58 295.1 39.29 1.000E+000 4.100E-001 2.771E-006 1.300E+004 2.769E+000 8.349E-009 1.169E-003 
0T12 11:17:50 295.1 39.29 1.000E+000 4.100E-001 2.811E-006 1.300E+004 2.760E+000 8.405E-009 1.352E-003 
0T13 11:21:32 295 39.3 1.000E+000 4.100E-001 2.731E-006 1.300E+004 2.771E+000 8.284E-009 1.021E-003 
0T14 11:23:26 295 39.3 1.000E+000 4.100E-001 2.761E-006 1.300E+004 2.771E+000 8.297E-009 1.149E-003 
0T15 11:25:50 295.1 39.29 1.000E+000 4.100E-001 2.731E-006 1.300E+004 2.772E+000 8.345E-009 1.206E-003 
0T16 11:28:30 295.1 39.29 1.000E+000 4.100E-001 2.869E-006 1.300E+004 2.765E+000 8.384E-009 1.209E-003 
0T17 11:34:00 295.2 39.28 1.000E+000 4.100E-001 2.873E-006 1.300E+004 2.768E+000 8.421E-009 1.206E-003 
0T18 11:37:52 295.1 39.29 1.000E+000 4.100E-001 2.808E-006 1.300E+004 2.771E+000 8.341E-009 1.114E-003 
0T19 11:42:08 294.9 39.32 1.000E+000 4.100E-001 2.892E-006 1.300E+004 2.770E+000 8.281E-009 1.725E-003 
0T20 11:49:24 294.9 39.32 1.000E+000 4.100E-001 2.769E-006 1.300E+004 2.769E+000 8.310E-009 2.136E-003 
0T21 11:59:32 295 39.3 1.000E+000 4.100E-001 2.817E-006 1.300E+004 2.771E+000 8.299E-009 1.883E-003 
0T22 12:04:06 295 39.3 1.000E+000 4.100E-001 2.802E-006 1.300E+004 2.770E+000 8.343E-009 1.064E-003 
0T23 12:13:06 295.1 39.29 1.000E+000 4.100E-001 2.706E-006 1.300E+004 2.772E+000 8.349E-009 1.095E-003 
0T24 12:26:42 295.1 39.29 1.000E+000 4.100E-001 2.770E-006 1.300E+004 2.771E+000 8.347E-009 1.028E-003 
0T25 12:34:14 295 39.3 1.000E+000 4.100E-001 2.924E-006 1.300E+004 2.770E+000 8.336E-009 1.349E-003 
0T26 12:39:22 294.9 39.32 1.000E+000 4.100E-001 2.877E-006 1.300E+004 2.771E+000 8.301E-009 1.025E-003 
0T27 12:46:12 295 39.3 1.000E+000 4.100E-001 2.856E-006 1.300E+004 2.768E+000 8.368E-009 1.077E-003 
0T28 12:54:42 295 39.3 1.000E+000 4.100E-001 2.816E-006 1.300E+004 2.774E+000 8.319E-009 1.067E-003 
0T29 13:04:56 294.9 39.32 1.000E+000 4.100E-001 2.859E-006 1.300E+004 2.770E+000 8.338E-009 1.009E-003 
0T30 13:13:40 295.2 39.28 1.000E+000 4.100E-001 2.891E-006 1.300E+004 2.771E+000 8.447E-009 1.050E-003 
0T31 13:23:36 295 39.3 1.000E+000 4.100E-001 2.850E-006 1.300E+004 2.770E+000 8.378E-009 1.078E-003 
0T32 13:34:36 294.9 39.32 1.000E+000 4.100E-001 2.883E-006 1.300E+004 2.771E+000 8.346E-009 1.078E-003 
0T33 13:43:26 295.1 39.29 1.000E+000 4.100E-001 2.937E-006 1.300E+004 2.770E+000 8.441E-009 1.057E-003 
0T34 13:53:14 295.1 39.29 1.000E+000 4.100E-001 2.946E-006 1.300E+004 2.769E+000 8.447E-009 1.066E-003 
0T35 14:02:08 295.1 39.29 1.000E+000 4.100E-001 2.884E-006 1.300E+004 2.772E+000 8.437E-009 1.057E-003 
0T36 14:12:22 295.1 39.29 1.000E+000 4.100E-001 2.945E-006 1.300E+004 2.771E+000 8.459E-009 1.054E-003 
0T37 14:23:20 295.1 39.29 1.000E+000 4.100E-001 2.858E-006 1.300E+004 2.772E+000 8.415E-009 1.067E-003 
0T38 14:33:02 295.2 39.28 1.000E+000 4.100E-001 2.970E-006 1.300E+004 2.771E+000 8.508E-009 1.051E-003 
0T39 14:41:18 295 39.3 1.000E+000 4.100E-001 2.853E-006 1.300E+004 2.775E+000 8.383E-009 1.099E-003 
0T40 14:51:54 295 39.3 1.000E+000 4.100E-001 2.924E-006 1.300E+004 2.775E+000 8.347E-009 1.042E-003 
0T41 15:02:50 295.1 39.29 1.000E+000 4.100E-001 2.922E-006 1.300E+004 2.770E+000 8.475E-009 1.058E-003 
