N_B Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
1.500000000E+01 -1.684233840E-01 -1.688533160E-01 -1.691728850E-01 -1.694219130E-01 -1.696325150E-01 -1.698322970E-01 -1.700467730E-01 -1.703009790E-01 -1.624320200E-01 -1.514156010E-01 -1.371394370E-01 -1.196724910E-01 -9.988316400E-02 -7.956109000E-02 -6.097213700E-02 -4.589604100E-02 -3.486959900E-02 -2.731285800E-02 -2.225161800E-02
1.600000000E+01 2.918158000E-02 2.946073000E-02 2.985487600E-02 3.004988300E-02 3.019590100E-02 3.034566700E-02 3.040896500E-02 3.045275200E-02 3.048666400E-02 3.049785600E-02 3.049937900E-02 3.046291400E-02 3.043929000E-02 3.038297900E-02 3.033148900E-02 3.033358900E-02 3.036535900E-02 3.044887500E-02 3.056839900E-02
1.700000000E+01 5.228648000E-02 5.455842100E-02 5.682993800E-02 5.818604700E-02 5.926195100E-02 6.010861400E-02 6.066042600E-02 6.083929700E-02 6.068348100E-02 6.029222800E-02 5.985462900E-02 5.956450400E-02 5.955244300E-02 5.996234200E-02 6.074028100E-02 6.184862300E-02 6.316740500E-02 6.452586100E-02 6.581380600E-02
1.549996187E+01 4.361560000E-03 3.935389000E-03 3.657781000E-03 3.538415000E-03 3.587934000E-03 3.824177000E-03 4.276303000E-03 4.985230000E-03 5.998187000E-03 7.354911000E-03 9.063541000E-03 1.107076800E-02 1.324181300E-02 1.537471900E-02 1.725875400E-02 1.874795400E-02 1.979712600E-02 2.044157600E-02 2.075245200E-02
1.649996187E+01 4.575252200E-02 4.703617800E-02 4.828754800E-02 4.947084300E-02 5.050427100E-02 5.129564000E-02 5.177286600E-02 5.189992200E-02 5.168204200E-02 5.116786400E-02 5.045037400E-02 4.966097800E-02 4.895048100E-02 4.845792900E-02 4.827705900E-02 4.843312500E-02 4.888086700E-02 4.952644600E-02 5.026304100E-02
1.674996808E+01 5.229652800E-02 5.408568200E-02 5.572688900E-02 5.725516200E-02 5.861532900E-02 5.969130800E-02 6.035927800E-02 6.054385100E-02 6.025591400E-02 5.960105100E-02 5.875858500E-02 5.793998000E-02 5.734081000E-02 5.709948900E-02 5.727169300E-02 5.782597400E-02 5.866308200E-02 5.965277900E-02 6.066788100E-02
1.624993176E+01 3.737963100E-02 3.815813200E-02 3.891070200E-02 3.959355500E-02 4.015934300E-02 4.057319900E-02 4.081702800E-02 4.088602000E-02 4.079324400E-02 4.052913500E-02 4.014252500E-02 3.968190500E-02 3.920230200E-02 3.880003000E-02 3.853709000E-02 3.848473000E-02 3.863053300E-02 3.894516600E-02 3.936220100E-02
1.574996808E+01 2.152300200E-02 2.137670700E-02 2.126552100E-02 2.120032400E-02 2.118907300E-02 2.123904700E-02 2.135913400E-02 2.156056700E-02 2.185564700E-02 2.225360400E-02 2.275325900E-02 2.333450900E-02 2.395345700E-02 2.454827800E-02 2.505733400E-02 2.543984500E-02 2.568449900E-02 2.580253300E-02 2.581466300E-02
1.524993176E+01 -4.839125900E-02 -4.897409400E-02 -4.920530800E-02 -4.907482800E-02 -4.854613600E-02 -4.754751400E-02 -4.596719100E-02 -4.365550800E-02 -4.044143800E-02 -3.617358100E-02 -3.079476200E-02 -2.444139600E-02 -1.752027700E-02 -1.067635200E-02 -4.598412000E-03 2.497280000E-04 3.769724000E-03 6.143200000E-03 7.641219000E-03
