N_Fe Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
1.000000000E+01 -1.652855180E-01 -5.919229100E-02 -2.037280000E-04 2.005369100E-02 2.932732100E-02 3.850628000E-02 4.800703200E-02 5.280460700E-02 5.374771300E-02
1.016672606E+01 -1.657301530E-01 -5.954152000E-02 -5.277150000E-04 1.993690100E-02 2.958597000E-02 3.925056700E-02 4.929224600E-02 5.460779700E-02 5.596612300E-02
1.033324570E+01 -1.660722180E-01 -5.946039800E-02 -6.719290000E-04 1.986794200E-02 2.981349100E-02 3.992243600E-02 5.045076600E-02 5.612733400E-02 5.759791500E-02
1.049996187E+01 -1.663571350E-01 -5.891207200E-02 -6.226830000E-04 1.985760400E-02 3.000377800E-02 4.048715000E-02 5.145113900E-02 5.739302800E-02 5.876423600E-02
1.066670514E+01 -1.666231080E-01 -5.781896000E-02 -3.581960000E-04 1.991584300E-02 3.015414400E-02 4.090819700E-02 5.222339100E-02 5.835778600E-02 5.953082700E-02
1.083333839E+01 -1.669050140E-01 -5.605664000E-02 1.559240000E-04 2.005403900E-02 3.026583300E-02 4.115944000E-02 5.269316900E-02 5.893354700E-02 5.991914000E-02
1.100000000E+01 -1.672372270E-01 -5.345564700E-02 9.675040000E-04 2.028596900E-02 3.034251500E-02 4.122768500E-02 5.281010000E-02 5.904751900E-02 5.994346600E-02
1.116672606E+01 -1.676548670E-01 -4.981878300E-02 2.132052000E-03 2.063521400E-02 3.038810900E-02 4.111143800E-02 5.256482000E-02 5.869521400E-02 5.965526800E-02
1.133324570E+01 -1.681923530E-01 -4.496627000E-02 3.697339000E-03 2.109110700E-02 3.040551700E-02 4.082137000E-02 5.199790600E-02 5.796652500E-02 5.915945100E-02
1.149996187E+01 -1.576791540E-01 -3.881959300E-02 5.675879000E-03 2.167152500E-02 3.039628700E-02 4.038636100E-02 5.120254400E-02 5.703466400E-02 5.868188100E-02
1.166670514E+01 -1.384246660E-01 -3.151678900E-02 8.009994000E-03 2.234809500E-02 3.036186600E-02 3.985274700E-02 5.031709700E-02 5.611435800E-02 5.828059100E-02
1.183333839E+01 -1.163498890E-01 -2.350732700E-02 1.054727500E-02 2.308012800E-02 3.030647000E-02 3.930134800E-02 4.950236200E-02 5.540867900E-02 5.817933600E-02
1.200000000E+01 -9.337114600E-02 -1.552692400E-02 1.305502400E-02 2.380293700E-02 3.024096300E-02 3.881672700E-02 4.890657000E-02 5.506423900E-02 5.848066100E-02
1.216672606E+01 -7.204957600E-02 -8.381364000E-03 1.528753000E-02 2.441394400E-02 3.018452200E-02 3.848952000E-02 4.863031700E-02 5.514575800E-02 5.918837600E-02
1.233324570E+01 -5.451244600E-02 -2.629133000E-03 1.707376700E-02 2.488502300E-02 3.016091300E-02 3.837089400E-02 4.870495900E-02 5.563297300E-02 6.027455200E-02
1.249996187E+01 -4.150398700E-02 1.599528000E-03 1.836284800E-02 2.520456300E-02 3.018901600E-02 3.846821800E-02 4.909234500E-02 5.643875200E-02 6.160336600E-02
1.266670514E+01 -3.243306800E-02 4.514998000E-03 1.920059800E-02 2.538755600E-02 3.027326500E-02 3.875457900E-02 4.970622400E-02 5.744234200E-02 6.302501600E-02
1.283333839E+01 -2.618356500E-02 6.442481000E-03 1.967403600E-02 2.545937000E-02 3.040106800E-02 3.915963600E-02 5.044528200E-02 5.852065400E-02 6.442272600E-02
1.300000000E+01 -2.182347500E-02 7.660688000E-03 1.986971200E-02 2.544375900E-02 3.054889000E-02 3.962199500E-02 5.122075000E-02 5.955027700E-02 6.575585200E-02
