T Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
290 6.671805000E-03 4.879045000E-03 3.518159000E-03 2.501282000E-03 1.769100000E-03 1.244972000E-03 8.751000000E-04 6.165310000E-04 4.368950000E-04 3.125880000E-04 2.271360000E-04 1.684330000E-04 1.280720000E-04 1.001530000E-04 8.046200000E-05 6.622700000E-05 5.537400000E-05 4.677500000E-05 3.966500000E-05
295 6.394934000E-03 4.644221000E-03 3.325916000E-03 2.381841000E-03 1.678495000E-03 1.181133000E-03 8.265940000E-04 5.817590000E-04 4.093590000E-04 2.908270000E-04 2.097580000E-04 1.541370000E-04 1.163860000E-04 9.025500000E-05 7.214800000E-05 5.921600000E-05 4.962100000E-05 4.217300000E-05 3.605100000E-05
300 6.500890000E-03 4.687039000E-03 3.338525000E-03 2.354921000E-03 1.649549000E-03 1.191023000E-03 8.415210000E-04 5.864200000E-04 4.096630000E-04 2.880290000E-04 2.045180000E-04 1.482950000E-04 1.097080000E-04 8.420800000E-05 6.618700000E-05 5.401000000E-05 4.515100000E-05 3.838700000E-05 3.294400000E-05
305 6.861755000E-03 4.907469000E-03 3.473977000E-03 2.438583000E-03 1.701192000E-03 1.182162000E-03 8.587470000E-04 5.949710000E-04 4.115230000E-04 2.878340000E-04 2.024440000E-04 1.444270000E-04 1.057470000E-04 7.915400000E-05 6.176100000E-05 4.975500000E-05 4.123300000E-05 3.491800000E-05 2.997900000E-05
310 7.483635000E-03 5.310808000E-03 3.736412000E-03 2.609945000E-03 1.813228000E-03 1.255212000E-03 8.674280000E-04 6.193740000E-04 4.266690000E-04 2.947990000E-04 2.067550000E-04 1.456430000E-04 1.043900000E-04 7.743200000E-05 5.919900000E-05 4.678700000E-05 3.817300000E-05 3.199400000E-05 2.732500000E-05
315 8.319749000E-03 5.861353000E-03 4.099123000E-03 2.849364000E-03 1.971501000E-03 1.359765000E-03 9.361960000E-04 6.443420000E-04 4.440240000E-04 3.069330000E-04 2.134010000E-04 1.497760000E-04 1.066550000E-04 7.754800000E-05 5.795800000E-05 4.475100000E-05 3.574800000E-05 2.945700000E-05 2.487800000E-05
320 9.497555000E-03 6.662462000E-03 4.642279000E-03 3.217014000E-03 2.220050000E-03 1.527532000E-03 1.049136000E-03 7.200490000E-04 4.944100000E-04 3.401030000E-04 2.348590000E-04 1.632570000E-04 1.147300000E-04 8.196700000E-05 5.995800000E-05 4.517300000E-05 3.520700000E-05 2.837600000E-05 2.354600000E-05
325 1.088665000E-02 7.616435000E-03 5.293960000E-03 3.660902000E-03 2.521873000E-03 1.732446000E-03 1.188050000E-03 8.140210000E-04 5.577600000E-04 3.825810000E-04 2.631000000E-04 1.818050000E-04 1.266330000E-04 8.933300000E-05 6.422600000E-05 4.736300000E-05 3.603300000E-05 2.834000000E-05 2.300600000E-05
330 1.228984500E-02 8.587202000E-03 5.960769000E-03 4.117153000E-03 2.833459000E-03 1.945147000E-03 1.333241000E-03 9.131540000E-04 6.254920000E-04 4.288910000E-04 2.947590000E-04 2.033800000E-04 1.412700000E-04 9.912300000E-05 7.061900000E-05 5.138200000E-05 3.840400000E-05 2.958700000E-05 2.352200000E-05
335 1.349621900E-02 9.433401000E-03 6.548479000E-03 4.523228000E-03 3.113521000E-03 2.138400000E-03 1.466987000E-03 1.006165000E-03 6.906110000E-04 4.749280000E-04 3.276120000E-04 2.271110000E-04 1.585590000E-04 1.117590000E-04 7.981500000E-05 5.799900000E-05 4.310100000E-05 3.287200000E-05 2.576700000E-05
340 1.375666000E-02 9.624482000E-03 6.685744000E-03 4.621770000E-03 3.185197000E-03 2.191773000E-03 1.507887000E-03 1.038569000E-03 7.171970000E-04 4.973550000E-04 3.470180000E-04 2.441140000E-04 1.734340000E-04 1.246620000E-04 9.078000000E-05 6.708700000E-05 5.042600000E-05 3.870300000E-05 3.036600000E-05
