T Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
290 1.229170802E+00 1.230056924E+00 1.231280393E+00 1.232859114E+00 1.234836916E+00 1.237223520E+00 1.240029851E+00 1.243236535E+00 1.246798247E+00 1.250689618E+00 1.254903300E+00 1.259432964E+00 1.264299343E+00 1.269490117E+00 1.275013531E+00 1.280867826E+00 1.287026413E+00 1.293437931E+00 1.300066664E+00
295 1.231594132E+00 1.232496823E+00 1.233705513E+00 1.235274859E+00 1.237260898E+00 1.239631415E+00 1.242380022E+00 1.245474635E+00 1.248852409E+00 1.252477987E+00 1.256355878E+00 1.260498854E+00 1.264914558E+00 1.269638991E+00 1.274671582E+00 1.280065289E+00 1.285751920E+00 1.291769682E+00 1.298025239E+00
300 1.233581040E+00 1.234532908E+00 1.235807259E+00 1.237459527E+00 1.239521341E+00 1.241987462E+00 1.244814036E+00 1.247933175E+00 1.251277577E+00 1.254814766E+00 1.258501958E+00 1.262370684E+00 1.266444675E+00 1.270756878E+00 1.275360000E+00 1.280246073E+00 1.285522736E+00 1.291095816E+00 1.296930784E+00
305 1.234164817E+00 1.235234291E+00 1.236665190E+00 1.238517087E+00 1.240818866E+00 1.243551456E+00 1.246644666E+00 1.249995703E+00 1.253502873E+00 1.257096306E+00 1.260750881E+00 1.264475124E+00 1.268308259E+00 1.272316554E+00 1.276529020E+00 1.281005623E+00 1.285789454E+00 1.290912118E+00 1.296281092E+00
310 1.234763162E+00 1.235931509E+00 1.237501046E+00 1.239541480E+00 1.242088411E+00 1.245120116E+00 1.248549147E+00 1.252240479E+00 1.256052318E+00 1.259878458E+00 1.263670090E+00 1.267432425E+00 1.271206374E+00 1.275040826E+00 1.279011259E+00 1.283176618E+00 1.287605454E+00 1.292258124E+00 1.297189090E+00
315 1.234501688E+00 1.235779333E+00 1.237504733E+00 1.239762065E+00 1.242599499E+00 1.245999683E+00 1.249863590E+00 1.254024972E+00 1.258296696E+00 1.262525887E+00 1.266628537E+00 1.270591113E+00 1.274450148E+00 1.278267488E+00 1.282112281E+00 1.286063597E+00 1.290191037E+00 1.294568656E+00 1.299110551E+00
320 1.231832388E+00 1.233281694E+00 1.235246374E+00 1.237829364E+00 1.241094252E+00 1.245028724E+00 1.249519837E+00 1.254364557E+00 1.259321581E+00 1.264181350E+00 1.268815475E+00 1.273185263E+00 1.277319108E+00 1.281281645E+00 1.285150673E+00 1.289033939E+00 1.293002675E+00 1.297142920E+00 1.301346349E+00
325 1.229307064E+00 1.230867863E+00 1.232997152E+00 1.235819471E+00 1.239423044E+00 1.243816222E+00 1.248891751E+00 1.254410374E+00 1.260113999E+00 1.265683892E+00 1.270991966E+00 1.275929350E+00 1.280504692E+00 1.284778471E+00 1.288833016E+00 1.292775970E+00 1.296768908E+00 1.300663050E+00 1.304759403E+00
330 1.225404709E+00 1.227062906E+00 1.229339274E+00 1.232381416E+00 1.236306518E+00 1.241151874E+00 1.246827288E+00 1.253100600E+00 1.259640641E+00 1.266107881E+00 1.272244643E+00 1.277917628E+00 1.283105035E+00 1.287856340E+00 1.292254566E+00 1.296408070E+00 1.300460542E+00 1.304444197E+00 1.308425854E+00
335 1.218607551E+00 1.220403711E+00 1.222879741E+00 1.226208537E+00 1.230556199E+00 1.235980760E+00 1.242407603E+00 1.249596325E+00 1.257172746E+00 1.264726276E+00 1.271921430E+00 1.278561764E+00 1.284587032E+00 1.290029956E+00 1.294970805E+00 1.299494356E+00 1.303868514E+00 1.307963597E+00 1.311868581E+00
340 1.212419814E+00 1.214257712E+00 1.216821033E+00 1.220316282E+00 1.224889711E+00 1.230692372E+00 1.237673348E+00 1.245613875E+00 1.254122918E+00 1.262730844E+00 1.271018357E+00 1.278708808E+00 1.285684940E+00 1.291948974E+00 1.297569768E+00 1.302644825E+00 1.307447494E+00 1.311774089E+00 1.315825537E+00
