N_Fe N_B T d Jsc_FeB Eta_FeB Voc_FeB FF_FeB
1.000000E+10 1.000E+16 325 3.800E-4 3.796614E+1 1.688940E+1 5.539580E-1 8.030480E+1
1.468000E+10 1.000E+16 325 3.800E-4 3.790638E+1 1.684150E+1 5.533410E-1 8.029240E+1
2.154000E+10 1.000E+16 325 3.800E-4 3.782126E+1 1.677380E+1 5.524810E-1 8.027480E+1
3.162000E+10 1.000E+16 325 3.800E-4 3.770157E+1 1.668000E+1 5.513050E-1 8.024990E+1
4.642000E+10 1.000E+16 325 3.800E-4 3.753625E+1 1.655250E+1 5.497280E-1 8.021670E+1
6.813000E+10 1.000E+16 325 3.800E-4 3.731337E+1 1.638400E+1 5.476420E-1 8.017850E+1
1.000000E+11 1.000E+16 325 3.800E-4 3.702221E+1 1.616230E+1 5.450870E-1 8.008920E+1
1.468000E+11 1.000E+16 325 3.800E-4 3.665638E+1 1.590060E+1 5.420900E-1 8.001890E+1
2.154000E+11 1.000E+16 325 3.800E-4 3.621700E+1 1.559560E+1 5.386650E-1 7.994120E+1
3.162000E+11 1.000E+16 325 3.800E-4 3.571381E+1 1.524800E+1 5.349110E-1 7.981720E+1
4.642000E+11 1.000E+16 325 3.800E-4 3.516235E+1 1.488350E+1 5.310100E-1 7.971210E+1
6.813000E+11 1.000E+16 325 3.800E-4 3.457801E+1 1.450410E+1 5.268880E-1 7.961080E+1
1.000000E+12 1.000E+16 325 3.800E-4 3.397027E+1 1.410730E+1 5.226710E-1 7.945450E+1
1.468000E+12 1.000E+16 325 3.800E-4 3.334082E+1 1.370860E+1 5.182780E-1 7.933310E+1
2.154000E+12 1.000E+16 325 3.800E-4 3.268586E+1 1.329160E+1 5.136790E-1 7.916360E+1
3.162000E+12 1.000E+16 325 3.800E-4 3.200000E+1 1.286830E+1 5.089010E-1 7.902030E+1
4.642000E+12 1.000E+16 325 3.800E-4 3.127892E+1 1.242480E+1 5.038680E-1 7.883540E+1
6.813000E+12 1.000E+16 325 3.800E-4 3.052002E+1 1.197340E+1 4.986700E-1 7.867180E+1
1.000000E+13 1.000E+16 325 3.800E-4 2.972209E+1 1.150320E+1 4.932480E-1 7.846440E+1
1.468000E+13 1.000E+16 325 3.800E-4 2.888496E+1 1.102670E+1 4.876560E-1 7.828160E+1
2.154000E+13 1.000E+16 325 3.800E-4 2.800938E+1 1.053420E+1 4.819090E-1 7.804250E+1
3.162000E+13 1.000E+16 325 3.800E-4 2.709705E+1 1.003880E+1 4.759580E-1 7.783760E+1
4.642000E+13 1.000E+16 325 3.800E-4 2.615069E+1 9.531100E+0 4.699280E-1 7.755840E+1
6.813000E+13 1.000E+16 325 3.800E-4 2.517405E+1 9.025000E+0 4.636530E-1 7.732120E+1
1.000000E+14 1.000E+16 325 3.800E-4 2.417189E+1 8.511800E+0 4.572720E-1 7.700840E+1
