fname time Tem kT_1 n Rs Io Rsh Iph Voc Isc FF Pm Vm Im rmsre 
00L1 30940 329.78 35.157 1.029504817E+00 6.823143965E-01 6.192243680E-09 6.565416262E+03 8.993230785E-05 2.660545764E-01 5.993230785E-05 -3.480657159E+07 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 2.861835906E-01 
00L2 31130 329.89 35.146 1.020533008E+00 7.052487338E-01 5.558342718E-09 5.989352140E+03 8.990782578E-05 2.657781215E-01 5.990782578E-05 -3.485701534E+07 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 2.570122567E-01 
00L3 31254 329.99 35.135 1.006986285E+00 7.479408767E-01 4.717230789E-09 5.237303292E+03 8.986275040E-05 2.653904709E-01 5.986275040E-05 -3.493421521E+07 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 3.023595305E-01 
00L4 31368 329.93 35.141 1.006483582E+00 7.327564997E-01 4.580293936E-09 5.134921165E+03 8.971758403E-05 2.656662466E-01 5.971758403E-05 -3.498278442E+07 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 3.070901641E-01 
00L5 31494 329.97 35.137 1.026595495E+00 7.138510888E-01 6.107127850E-09 6.807314195E+03 8.982521418E-05 2.664462607E-01 5.982521418E-05 -3.481762082E+07 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 2.526282525E-01 
00L6 31616 330.02 35.132 1.040891896E+00 6.843837057E-01 7.428361891E-09 1.025826562E+04 8.169477391E-05 2.653050089E-01 5.169477391E-05 -4.046698919E+07 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 6.589501651E-01 
00L7 31724 329.99 35.135 1.053996395E+00 6.410588283E-01 8.608930595E-09 9.260629835E+03 8.980957891E-05 2.653611298E-01 5.980957891E-05 -3.496913831E+07 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 2.403512849E-01 
00L8 31850 329.97 35.137 1.004522232E+00 7.678289927E-01 4.560500719E-09 5.726942827E+03 8.964991075E-05 2.656353400E-01 5.964991075E-05 -3.502654751E+07 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 2.502510409E-01 
00L9 31974 330.02 35.132 1.029986269E+00 7.076980140E-01 6.424630896E-09 7.095609997E+03 8.967146115E-05 2.653279438E-01 5.967146115E-05 -3.505446307E+07 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 2.301573143E-01 
0L10 32088 330.02 35.132 1.005111278E+00 7.613922189E-01 4.600662268E-09 5.387110603E+03 8.965976297E-05 2.653441353E-01 5.965976297E-05 -3.505919713E+07 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 2.810359282E-01 
0L11 32206 329.98 35.136 1.045006738E+00 6.775726871E-01 7.689375252E-09 7.802156292E+03 8.965536577E-05 2.651609696E-01 5.965536577E-05 -3.508600103E+07 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 2.318153357E-01 
