fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 Iph Voc Isc Pm FF Vm Im dev 
00S1 7:45 304.8 38.04 1.000E+000 5.162E+000 2.034E-010 7.193E+002 2.601E+000 5.058E-006 1.592E-005 1.082E-002 1.580E-005 4.283E-008 2.505E-001 5.400E-003 7.786E-006 7.053E-002 
00S2 8:31 305.7 37.93 1.000E+000 5.017E+000 2.238E-010 7.235E+002 2.599E+000 5.225E-006 1.601E-005 1.093E-002 1.590E-005 4.354E-008 2.506E-001 5.500E-003 7.771E-006 8.000E-003 
00S3 8:49 309.3 37.49 1.000E+000 4.718E+000 3.809E-010 7.403E+002 2.549E+000 5.860E-006 1.531E-005 1.060E-002 1.520E-005 4.039E-008 2.506E-001 5.300E-003 7.477E-006 9.706E-003 
00S4 9:27 315 36.81 1.000E+000 4.417E+000 1.032E-009 7.651E+002 2.570E+000 8.616E-006 1.529E-005 1.061E-002 1.519E-005 4.045E-008 2.509E-001 5.300E-003 7.488E-006 1.231E-003 
00S6 9:46 317.6 36.51 1.000E+000 4.417E+000 1.503E-009 7.755E+002 2.564E+000 9.870E-006 1.461E-005 1.014E-002 1.452E-005 3.695E-008 2.509E-001 5.100E-003 7.103E-006 4.196E-002 
00S7 10:5 319.9 36.24 1.000E+000 4.424E+000 2.106E-009 7.840E+002 2.564E+000 1.112E-005 1.516E-005 1.049E-002 1.506E-005 3.968E-008 2.511E-001 5.300E-003 7.343E-006 1.409E-001 
00S8 10:23 322.6 35.94 1.000E+000 4.551E+000 3.057E-009 7.933E+002 2.577E+000 1.331E-005 1.640E-005 1.122E-002 1.629E-005 4.592E-008 2.513E-001 5.600E-003 8.054E-006 7.164E-004 
00S9 10:46 325.5 35.62 1.000E+000 5.361E+000 4.388E-009 8.021E+002 2.547E+000 1.480E-005 1.395E-005 9.500E-003 1.384E-005 3.304E-008 2.512E-001 4.800E-003 6.737E-006 3.434E-003 
0S10 11:6 328.2 35.33 1.000E+000 6.363E+000 6.892E-009 8.091E+002 2.544E+000 1.693E-005 1.472E-005 9.892E-003 1.459E-005 3.628E-008 2.514E-001 5.000E-003 7.108E-006 4.174E-004 
0S11 11:26 330.8 35.05 1.000E+000 5.703E+000 9.929E-009 8.147E+002 2.541E+000 1.928E-005 1.536E-005 1.015E-002 1.523E-005 3.888E-008 2.516E-001 5.100E-003 7.473E-006 2.831E-004 
0S12 11:46 334.9 34.62 1.000E+000 4.578E+000 1.865E-008 8.209E+002 2.561E+000 2.423E-005 1.474E-005 9.401E-003 1.464E-005 3.465E-008 2.518E-001 4.700E-003 7.217E-006 3.280E-003 
0S13 12:10 338.5 34.25 1.000E+000 4.775E+000 2.739E-008 8.234E+002 2.553E+000 2.862E-005 1.323E-005 8.160E-003 1.313E-005 2.697E-008 2.517E-001 4.100E-003 6.416E-006 6.671E-004 
0S14 12:32 342 33.9 1.000E+000 4.756E+000 4.275E-008 8.231E+002 2.537E+000 3.342E-005 1.494E-005 8.836E-003 1.482E-005 3.301E-008 2.520E-001 4.400E-003 7.335E-006 7.448E-004 
