N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 -1.084356200E-02 -1.145055000E-02 -1.199816600E-02 -1.346266400E-02
1.600000000E+01 3.233093800E-02 3.196196000E-02 3.156713200E-02 3.058716200E-02
1.700000000E+01 6.131873400E-02 5.914371800E-02 5.641598100E-02 5.524518100E-02
1.549996187E+01 2.126846700E-02 2.046337200E-02 2.146560300E-02 2.152883700E-02
1.649996187E+01 5.513366400E-02 5.346425200E-02 5.246686100E-02 5.143824800E-02
1.674996808E+01 6.206007600E-02 5.875822300E-02 5.777063300E-02 5.692432700E-02
1.624993176E+01 4.296552200E-02 4.238987600E-02 4.160453400E-02 4.088034700E-02
1.574996808E+01 2.657998600E-02 2.649416600E-02 2.578523400E-02 2.624799600E-02
1.524993176E+01 1.060179800E-02 1.049921200E-02 1.083085600E-02 1.095466000E-02
